,age,income,credit_score,existing_loans,employed,default,loan_amount,loan_tenure_months
1464,35,54423,714,1,1,1,380961,12
1465,49,118028,610,0,1,0,590140,36
1466,62,8259,623,3,0,0,71970,36
1467,46,103419,572,5,1,0,517095,36
1468,27,31426,725,0,1,0,219982,12
1469,47,177723,687,4,1,1,1066338,12
1470,56,105997,609,3,1,0,635982,30
1471,34,56079,769,1,1,0,336474,24
1472,40,66706,778,0,1,0,466942,18
1473,42,69289,732,5,1,0,554312,36
1474,32,57984,793,4,1,0,463872,24
1475,49,29805,672,2,0,0,103283,12
1476,40,65578,725,3,1,0,459046,36
1477,47,29982,672,2,0,1,122161,12
1478,31,24365,579,3,0,1,96681,36
1479,36,68911,717,2,1,0,413466,30
1480,50,146326,712,2,1,0,1024282,18
1481,37,26133,697,3,0,0,95370,18
1482,62,74235,729,2,1,0,371175,36
1483,37,66493,812,1,1,0,398958,36
1484,44,26523,683,2,0,1,128842,30
1485,53,155419,623,1,1,0,932514,18
1486,25,25791,680,1,1,1,154746,30
1487,25,27193,689,1,1,0,163158,36
1488,25,30347,778,2,1,0,182082,18
1489,57,109597,708,2,1,0,876776,18
1490,35,50704,608,1,1,0,304224,30
1491,70,72422,764,2,1,0,434532,12
1492,35,21311,751,3,0,0,108460,24
1493,44,65146,708,3,1,0,521168,18
1494,60,72371,775,0,1,0,434226,18
1495,66,74467,789,2,1,0,446802,30
1496,66,11233,669,0,0,0,70862,18
1497,56,127975,627,2,1,0,895825,30
1498,54,101775,699,1,1,0,508875,36
1499,49,28190,742,1,0,0,88064,24
1500,51,142466,691,2,1,0,854796,12
1501,35,16946,620,0,0,0,101283,36
1502,32,20848,713,1,0,1,87980,36
1503,41,26824,537,3,0,0,94573,18
1504,39,67614,674,2,1,0,338070,12
1505,36,70221,768,3,1,0,561768,18
1506,50,105601,772,2,1,0,844808,18
1507,53,169253,399,3,1,1,545055,30
1508,43,71260,684,1,1,0,427560,12
1509,59,21816,747,0,0,0,123016,24
1510,28,30642,605,2,1,1,183852,12
1511,39,65889,670,2,1,0,329445,18
1512,33,62479,796,2,1,1,374874,18
1513,25,27515,661,2,1,0,165090,36
1514,41,26055,827,3,0,1,89274,24
1515,40,84362,640,3,1,1,421810,12
1516,60,70174,812,3,1,0,350870,18
1517,49,111171,702,2,1,0,778197,18
1518,29,36649,629,2,1,0,183245,12
1519,64,72392,813,2,1,0,434352,18
1520,56,116015,603,1,1,0,580075,12
1521,48,104425,636,2,1,0,522125,36
1522,39,68429,739,1,1,0,410574,36
1523,30,35633,706,2,1,0,285064,18
1524,37,66920,721,1,1,0,535360,36
1525,55,28103,670,4,0,1,126057,18
1526,64,86436,604,3,1,0,345744,12
1527,60,81423,647,5,1,0,325692,30
1528,36,68777,805,2,1,0,412662,24
1529,28,16369,593,4,0,0,53760,36
1530,43,27919,831,3,0,1,125095,24
1531,25,27607,725,2,1,0,220856,36
1532,45,69098,652,0,1,0,483686,24
1533,40,66919,539,1,1,0,334595,24
1534,36,69284,550,0,1,0,415704,30
1535,25,25815,671,0,1,0,129075,24
1536,48,148655,661,5,1,0,743275,24
1537,35,61720,709,2,1,0,370320,18
1538,27,21323,837,5,1,0,170584,30
1539,25,11281,743,0,0,0,45300,18
1540,41,79925,689,1,1,0,399625,24
1541,63,11613,797,3,0,0,86078,18
1542,61,91268,712,0,1,0,547608,30
1543,36,66403,827,2,1,1,398418,30
1544,34,47923,646,3,1,0,239615,12
1545,47,171757,608,3,1,1,858785,30
1546,30,37641,539,3,1,0,188205,18
1547,45,67846,691,3,1,0,474922,30
1548,51,29800,601,0,0,0,125047,12
1549,56,117722,600,1,1,0,706332,18
1550,40,84386,782,1,1,0,506316,30
1551,39,69682,562,0,1,0,418092,18
1552,31,20988,708,2,0,0,97179,36
1553,32,58273,693,3,1,0,291365,18
1554,39,65055,707,1,1,0,520440,36
1555,46,173923,810,2,1,0,1043538,36
1556,52,146923,633,0,1,0,1028461,36
1557,32,56996,810,3,1,0,455968,36
1558,59,103800,559,2,1,0,519000,12
1559,38,27370,752,1,0,0,77373,18
1560,41,68744,818,3,1,0,549952,12
1561,33,45898,375,1,1,0,214932,12
1562,25,21874,697,2,1,0,153118,12
1563,52,105848,690,2,1,0,740936,36
1564,50,29505,705,1,0,1,82637,36
1565,38,67886,836,3,1,0,543088,18
1566,42,78969,638,0,1,0,473814,30
1567,48,108845,605,2,1,0,653070,18
1568,25,23293,706,2,1,0,186344,18
1569,35,54235,789,3,1,0,433880,36
1570,51,112750,744,1,1,0,902000,12
1571,26,30879,702,2,1,0,185274,18
1572,45,27480,681,1,0,1,94038,18
1573,25,12436,539,1,0,0,65062,30
1574,47,116953,746,2,1,1,818671,36
1575,41,66560,756,3,1,0,465920,12
1576,25,23352,644,1,1,0,140112,24
1577,55,162948,662,1,1,0,1140636,24
1578,33,48438,616,5,1,0,242190,24
1579,32,59676,769,2,1,0,358056,18
1580,44,27604,670,2,0,0,96140,18
1581,55,156453,688,1,1,0,782265,24
1582,29,38739,750,2,1,0,271173,30
1583,42,67548,726,2,1,0,472836,30
1584,47,179343,745,1,1,0,1076058,30
1585,50,102058,713,3,1,0,714406,36
1586,44,27637,715,1,0,1,130537,36
1587,37,76390,715,3,1,0,534730,30
1588,32,19050,736,1,0,1,108539,18
1589,43,68076,740,2,1,0,476532,36
1590,29,34872,602,0,1,0,174360,12
1591,25,31165,652,2,1,1,186990,18
1592,47,102174,683,4,1,0,715218,30
1593,52,117698,736,0,1,0,706188,36
1594,25,22945,827,1,1,0,137670,18
1595,29,12142,634,3,0,1,76712,30
1596,49,177126,770,1,1,0,1062756,30
1597,66,95985,654,4,1,1,383940,30
1598,42,27238,809,0,0,0,96375,30
1599,33,51154,852,2,1,0,358078,36
1600,39,74731,560,2,1,0,523117,18
1601,58,21092,673,1,0,0,89879,12
1602,34,19750,511,1,0,1,71039,18
1603,32,48802,564,4,1,0,244010,24
1604,36,66901,569,3,1,0,468307,36
1605,30,11057,749,4,0,1,72421,36
1606,43,67197,734,1,1,1,470379,24
1607,61,98842,764,3,1,0,593052,24
1608,45,65439,748,2,1,0,458073,36
1609,38,68900,738,1,1,0,482300,36
1610,38,66362,708,2,1,0,530896,18
1611,25,21292,689,0,1,0,106460,30
1612,52,107494,781,2,1,0,644964,12
1613,41,26532,700,3,0,0,127432,30
1614,39,81835,742,2,1,0,572845,30
1615,70,72459,513,3,1,1,217377,30
1616,45,67629,605,0,1,0,338145,30
1617,32,50793,778,3,1,0,304758,36
1618,36,68284,646,2,1,1,477988,24
1619,55,179862,588,2,1,0,1259034,30
1620,43,27809,751,3,0,1,129985,12
1621,25,10985,700,1,0,1,53282,12
1622,53,105302,667,5,1,0,737114,30
1623,33,47142,820,0,1,0,282852,24
1624,64,70081,806,2,1,0,420486,12
1625,54,141775,684,2,1,1,708875,36
1626,36,26708,757,1,0,0,61593,12
1627,57,137172,520,1,1,0,823032,18
1628,42,80137,787,1,1,0,641096,12
1629,52,167142,613,3,1,0,835710,24
1630,47,113205,583,0,1,0,679230,12
1631,31,54793,557,5,1,0,328758,36
1632,34,23722,550,0,0,0,91877,12
1633,54,148387,786,2,1,0,1038709,12
1634,37,69548,750,1,1,0,486836,18
1635,37,69842,638,0,1,0,419052,36
1636,30,36016,768,3,1,0,288128,30
1637,47,101522,652,1,1,1,609132,24
1638,66,10870,725,1,0,1,88452,36
1639,29,35714,661,2,1,0,249998,18
1640,42,67717,690,2,1,0,474019,18
1641,58,102671,627,1,1,0,513355,30
1642,41,69660,639,2,1,1,487620,18
1643,47,116761,743,3,1,0,934088,36
1644,29,34348,756,0,1,0,274784,24
1645,47,115425,666,2,1,0,692550,18
1646,39,83449,577,2,1,0,417245,18
1647,53,172390,897,1,1,0,1034340,12
1648,56,104063,702,1,1,0,624378,18
1649,70,71937,724,1,1,0,359685,24
1650,48,100076,599,2,1,0,600456,18
1651,45,69477,797,3,1,0,486339,18
1652,44,84410,809,0,1,0,590870,18
1653,37,27731,563,2,0,1,95474,24
1654,46,110981,691,4,1,0,665886,12
1655,38,67282,685,0,1,0,336410,36
1656,44,66339,891,2,1,0,464373,18
1657,57,112060,815,3,1,0,896480,24
1658,29,35861,583,2,1,0,179305,24
1659,55,111875,641,5,1,0,559375,24
1660,57,106895,628,1,1,0,641370,36
1661,40,66727,729,4,1,0,400362,36
1662,25,13026,825,5,0,1,62206,24
1663,34,49718,708,4,1,0,348026,36
1664,57,123967,740,2,1,0,991736,24
1665,41,26601,646,2,0,0,104461,30
1666,30,39190,739,1,1,0,313520,30
1667,35,23156,662,0,0,0,87492,30
1668,52,153113,568,3,1,0,765565,30
1669,48,157869,734,2,1,0,1262952,30
1670,39,79885,699,2,1,0,479310,24
1671,37,68254,612,2,1,0,409524,30
1672,37,68336,831,2,1,0,410016,36
1673,30,34151,638,0,1,0,204906,30
1674,61,72235,748,0,1,0,361175,18
1675,38,69028,670,1,1,0,345140,18
1676,56,21719,823,1,0,1,80179,24
1677,60,70920,680,5,1,0,283680,12
1678,53,113770,566,0,1,0,682620,30
1679,36,67989,764,3,1,0,543912,30
1680,46,113114,823,2,1,0,791798,24
1681,41,27970,665,2,0,0,82659,18
1682,31,48917,754,0,1,0,391336,36
1683,45,73793,710,2,1,1,590344,36
1684,27,25146,669,3,1,1,176022,12
1685,56,106471,767,2,1,0,745297,18
1686,36,78016,635,1,1,0,390080,36
1687,44,67697,702,2,1,1,406182,12
1688,45,65399,720,5,1,0,392394,24
1689,38,74652,717,0,1,0,597216,30
1690,49,28583,637,5,0,1,124078,24
1691,36,68759,864,4,1,0,412554,12
1692,52,114368,800,1,1,0,914944,12
1693,25,15190,779,0,0,0,55922,12
1694,43,26117,814,2,0,1,95774,30
1695,65,73811,705,1,1,0,369055,12
1696,29,36703,670,0,1,0,256921,18
1697,33,53680,612,1,1,0,322080,12
1698,48,140080,643,5,1,0,980560,12
1699,44,68051,618,1,1,0,340255,36
1700,46,154176,657,1,1,1,925056,24
1701,47,109357,722,3,1,1,765499,12
1702,49,172779,773,3,1,0,1209453,36
1703,55,110957,770,0,1,0,776699,24
1704,46,112808,606,1,1,0,564040,18
1705,39,68399,755,0,1,0,410394,18
1706,50,173906,791,0,1,0,1043436,30
1707,64,70334,679,3,1,0,281336,24
1708,40,82622,795,3,1,0,660976,30
1709,30,36707,770,1,1,0,293656,30
1710,55,115104,598,1,1,0,805728,24
1711,40,27065,875,3,0,0,108980,36
1712,25,30034,642,3,1,0,180204,30
1713,52,148714,776,2,1,0,892284,18
1714,35,48750,773,3,1,0,292500,30
1715,40,71593,602,1,1,0,357965,30
1716,45,67716,714,2,1,0,541728,30
1717,44,65952,772,4,1,1,395712,12
1718,50,155627,601,0,1,0,778135,30
1719,36,26146,707,2,0,1,82817,36
1720,48,170546,779,2,1,0,1193822,30
1721,38,79026,784,4,1,0,474156,30
1722,50,147093,668,2,1,0,882558,24
1723,49,29829,823,4,0,0,121601,12
1724,30,36606,804,2,1,0,256242,12
1725,55,156616,719,1,1,0,939696,24
1726,35,56486,647,1,1,0,338916,24
1727,51,142240,606,0,1,0,995680,30
1728,46,170991,730,1,1,0,1367928,30
1729,64,73277,817,4,1,0,366385,24
1730,39,67137,688,2,1,0,469959,36
1731,37,77200,631,0,1,0,463200,24
1732,41,75943,765,2,1,0,455658,24
1733,38,26542,713,3,0,1,60233,36
1734,51,157360,741,2,1,1,1101520,30
1735,25,24602,657,1,1,0,123010,30
1736,29,37267,670,3,1,0,186335,30
1737,29,35004,657,3,1,0,245028,30
1738,53,151082,739,3,1,0,906492,24
1739,62,74570,672,1,1,0,298280,12
1740,40,80628,747,2,1,1,645024,24
1741,39,79271,650,1,1,0,475626,36
1742,42,67801,739,0,1,0,406806,12
1743,55,164380,756,0,1,0,1315040,12
1744,30,37921,726,3,1,0,265447,12
1745,44,83475,773,4,1,0,667800,12
1746,53,118282,661,4,1,0,827974,30
1747,48,115491,755,2,1,0,808437,36
1748,44,78077,718,1,1,0,624616,36
1749,54,161340,635,2,1,0,1129380,30
1750,25,33530,547,2,1,0,167650,12
1751,50,160186,564,0,1,0,1121302,12
1752,34,45726,523,3,1,1,274356,24
1753,25,33125,734,1,1,0,265000,36
1754,48,168214,674,1,1,0,1177498,36
1755,58,118472,706,1,1,0,947776,18
1756,40,67336,685,2,1,0,471352,30
1757,53,140225,746,2,1,0,1121800,30
1758,61,70171,748,2,1,0,421026,24
1759,57,107601,703,2,1,0,645606,24
1760,61,89375,708,1,1,0,446875,12
1761,50,112656,711,3,1,0,675936,24
1762,42,69569,811,2,1,0,486983,18
1763,25,32051,539,0,1,0,160255,30
1764,39,68872,646,0,1,0,482104,18
1765,31,16561,769,3,0,1,84247,18
1766,68,73533,788,1,1,0,367665,18
1767,39,65222,734,2,1,1,456554,12
1768,43,65172,685,2,1,0,325860,18
1769,48,114184,848,1,1,0,799288,30
1770,42,27624,714,3,0,1,125915,12
1771,62,80808,702,1,1,0,404040,12
1772,34,62063,806,2,1,0,496504,30
1773,44,73873,738,5,1,0,590984,12
1774,33,49983,775,3,1,0,349881,12
1775,26,15872,784,4,0,0,60481,30
1776,34,53418,670,4,1,0,320508,24
1777,41,67336,841,1,1,0,471352,24
1778,36,67652,503,0,1,0,405912,30
1779,33,18663,541,2,0,1,81430,36
1780,25,33762,645,2,1,1,236334,36
1781,41,66205,666,0,1,0,463435,24
1782,25,33837,729,3,1,1,203022,18
1783,51,28556,644,2,0,1,84215,12
1784,42,69939,699,2,1,0,489573,24
1785,25,33624,683,2,1,0,168120,36
1786,38,26923,860,2,0,1,92295,36
1787,32,47004,635,1,1,0,235020,18
1788,45,65507,565,2,1,0,393042,18
1789,58,109344,789,1,1,0,765408,30
1790,25,12630,642,1,0,1,61458,12
1791,43,68978,692,0,1,0,482846,30
1792,40,65537,648,5,1,1,327685,30
1793,50,112075,758,2,1,0,784525,18
1794,44,68396,590,4,1,0,478772,12
1795,32,19588,476,1,0,1,98025,12
1796,38,26288,803,2,0,0,82064,18
1797,32,46756,719,3,1,0,280536,36
1798,54,150515,785,2,1,0,903090,30
1799,42,67382,800,1,1,0,404292,30
1800,64,73455,626,4,1,0,367275,24
1801,41,74358,704,1,1,0,520506,18
1802,33,48596,740,1,1,0,388768,30
1803,25,31883,691,3,1,0,223181,18
1804,25,30919,675,1,1,0,185514,24
1805,25,25703,682,2,1,0,179921,30
1806,45,69732,786,2,1,0,488124,24
1807,48,171048,679,0,1,0,1026288,36
1808,25,29438,748,4,1,0,176628,36
1809,52,141791,727,1,1,0,1134328,12
1810,36,69898,622,1,1,0,489286,18
1811,43,27660,724,1,0,1,135314,36
1812,61,72402,576,2,1,1,362010,12
1813,52,115395,732,3,1,0,807765,24
1814,38,76091,771,1,1,0,456546,24
1815,31,56711,789,1,1,0,340266,30
1816,25,23705,623,1,1,1,165935,18
1817,33,47269,657,1,1,0,330883,12
1818,39,69340,722,1,1,0,554720,24
1819,30,36283,661,5,1,1,253981,12
1820,40,69758,545,1,1,0,348790,36
1821,42,26260,656,4,0,1,98796,36
1822,39,67497,722,3,1,1,539976,36
1823,34,57615,785,3,1,0,345690,12
1824,44,69783,835,2,1,0,558264,12
1825,47,179960,709,1,1,0,1259720,12
1826,28,29085,745,1,1,1,203595,24
1827,58,104195,776,2,1,1,625170,36
1828,40,67143,535,3,1,0,402858,24
1829,42,27505,618,0,0,0,87332,30
1830,50,173765,708,0,1,0,1390120,18
1831,44,65279,824,3,1,0,391674,36
1832,53,112452,750,3,1,0,899616,30
1833,45,74818,726,1,1,0,448908,36
1834,34,16130,681,2,0,0,74961,18
1835,46,144557,734,2,1,0,1011899,12
1836,28,26249,652,3,1,0,131245,18
1837,43,27153,637,0,0,0,83574,24
1838,41,66050,644,1,1,0,462350,12
1839,39,68362,807,2,1,0,410172,18
1840,40,27037,632,3,0,0,64250,12
1841,25,26331,668,2,1,0,131655,12
1842,35,62893,737,4,1,0,440251,24
1843,43,68058,629,1,1,0,476406,30
1844,43,67131,718,1,1,0,469917,30
1845,29,37526,718,1,1,0,300208,12
1846,57,121968,650,3,1,0,731808,24
1847,31,62413,679,2,1,0,312065,36
1848,53,156011,624,5,1,0,1092077,24
1849,47,164292,810,3,1,0,1150044,12
1850,34,16505,720,1,0,1,66158,24
1851,63,73995,616,4,1,0,295980,24
1852,27,22354,710,1,1,0,178832,18
1853,53,171463,713,1,1,0,1371704,36
1854,54,169203,520,1,1,0,846015,12
1855,33,50144,807,0,1,0,401152,30
1856,58,108308,620,1,1,1,758156,24
1857,38,65518,867,3,1,0,458626,12
1858,45,71082,763,5,1,0,426492,24
1859,45,65981,609,4,1,0,395886,18
1860,40,72202,674,4,1,1,361010,12
1861,51,177252,773,2,1,0,1240764,24
1862,51,159115,680,2,1,0,795575,12
1863,25,26305,794,1,1,0,210440,36
1864,57,106967,669,2,1,0,748769,36
1865,25,21442,693,1,1,0,128652,36
1866,54,100413,776,3,1,0,602478,24
1867,55,148191,748,2,1,0,889146,24
1868,28,26752,625,2,1,0,160512,30
1869,37,69103,734,4,1,0,414618,12
1870,28,31977,713,3,1,0,223839,30
1871,39,67309,627,1,1,0,403854,12
1872,38,72698,588,2,1,1,436188,18
1873,51,153807,545,3,1,0,922842,24
1874,57,122570,676,5,1,0,857990,24
1875,58,111174,695,2,1,0,667044,18
1876,35,48104,740,1,1,0,288624,12
1877,39,77160,765,1,1,0,540120,24
1878,25,29972,666,2,1,0,149860,12
1879,32,56330,693,0,1,0,281650,36
1880,53,105919,639,2,1,0,529595,36
1881,61,99954,706,3,1,1,599724,18
1882,27,34713,777,1,1,0,277704,18
1883,34,56283,708,1,1,0,450264,24
1884,41,27311,793,0,0,0,91443,24
1885,45,73523,776,0,1,0,441138,24
1886,32,53525,816,2,1,0,321150,36
1887,47,163712,710,2,1,0,982272,30
1888,36,26909,657,0,0,0,67296,18
1889,41,26010,749,2,0,0,142311,18
1890,48,105921,670,5,1,0,741447,18
1891,42,27615,747,3,0,0,135295,30
1892,36,66057,646,3,1,0,396342,12
1893,40,81477,633,5,1,0,407385,30
1894,40,26189,797,2,0,0,78029,24
1895,37,26294,618,5,0,1,106631,18
1896,38,72528,781,1,1,1,580224,30
1897,61,9531,746,2,0,0,78875,36
1898,48,113321,707,3,1,1,679926,12
1899,38,66260,548,0,1,0,397560,36
1900,50,28926,818,2,0,0,109192,12
1901,37,26932,625,2,0,0,115229,36
1902,56,108660,776,3,1,0,651960,18
1903,46,100979,644,4,1,0,605874,18
1904,40,74664,638,5,1,1,373320,18
1905,47,103593,753,2,1,0,828744,30
1906,25,32429,743,1,1,0,227003,24
1907,28,13993,608,3,0,1,71340,30
1908,27,29076,814,3,1,0,174456,30
1909,43,69830,683,3,1,0,418980,18
1910,62,10749,705,4,0,1,102243,12
1911,68,71245,676,2,1,0,356225,12
1912,49,102561,611,2,1,0,717927,36
1913,48,107793,758,0,1,0,754551,18
1914,25,32860,723,2,1,0,197160,36
1915,35,51032,635,1,1,1,255160,24
1916,32,57656,775,3,1,0,461248,12
1917,34,52112,704,2,1,1,416896,30
1918,39,66231,706,3,1,0,397386,30
1919,36,69295,842,4,1,0,415770,18
1920,25,23942,571,1,1,0,143652,18
1921,50,158060,570,2,1,0,1106420,24
1922,29,33939,588,2,1,0,203634,30
1923,44,67106,729,1,1,0,469742,24
1924,66,89333,671,3,1,0,357332,36
1925,30,39378,677,3,1,0,196890,12
1926,25,22567,624,2,1,0,135402,30
1927,38,69455,833,1,1,0,416730,18
1928,55,100388,860,3,1,0,803104,24
1929,65,96601,771,4,1,0,483005,30
1930,27,14271,579,2,0,0,88986,30
1931,47,113587,661,3,1,1,681522,12
1932,36,68963,766,0,1,0,551704,36
1933,40,68273,696,2,1,0,341365,24
1934,70,72374,772,2,1,0,434244,36
1935,25,25061,799,2,1,0,200488,30
1936,45,68577,852,1,1,0,411462,12
1937,47,29964,647,1,0,1,98014,12
1938,55,100767,706,3,1,0,806136,36
1939,43,65016,664,2,1,0,455112,36
1940,45,80080,539,1,1,0,480480,30
1941,37,26222,756,1,0,0,100726,36
1942,45,65061,745,0,1,0,390366,24
1943,37,69764,656,1,1,0,418584,24
1944,49,166000,572,3,1,0,1162000,18
1945,37,67619,669,2,1,0,405714,36
1946,46,117132,758,0,1,0,702792,18
1947,41,69261,806,1,1,0,415566,12
1948,55,103770,642,3,1,0,518850,18
1949,41,67314,788,1,1,0,538512,30
1950,25,21920,749,4,1,0,175360,12
1951,57,21255,733,2,0,0,125172,30
1952,31,45579,596,3,1,1,319053,24
1953,34,62621,599,1,1,0,438347,12
1954,34,58863,633,2,1,1,412041,18
1955,58,130382,673,2,1,0,651910,12
1956,25,25241,844,0,1,0,176687,36
1957,70,85970,647,4,1,0,429850,12
1958,54,116865,761,3,1,0,701190,12
1959,44,65207,662,3,1,0,391242,18
1960,41,26649,737,1,0,0,117900,24
1961,45,69911,694,2,1,0,489377,12
1962,48,107596,714,3,1,1,753172,12
1963,49,155460,729,3,1,0,1243680,12
1964,48,171542,680,2,1,0,1200794,36
1965,43,78721,729,2,1,0,551047,24
1966,39,26638,798,1,0,0,107575,30
1967,40,79424,639,3,1,0,397120,24
1968,39,74377,794,2,1,0,595016,30
1969,55,101868,678,2,1,0,509340,30
1970,49,102501,670,3,1,0,717507,18
1971,25,20709,755,1,1,0,144963,12
1972,49,140281,672,3,1,0,701405,36
1973,44,69926,725,0,1,0,559408,24
1974,41,66816,718,3,1,0,534528,12
1975,37,26400,533,3,0,1,62620,30
1976,55,155709,733,3,1,0,1245672,18
1977,53,101259,584,3,1,0,708813,36
1978,32,48584,590,3,1,0,242920,12
1979,46,28574,729,2,0,0,102002,12
1980,30,36279,742,0,1,0,253953,30
1981,25,32415,796,4,1,0,226905,18
1982,34,56323,612,2,1,1,394261,36
1983,52,105145,640,3,1,0,736015,18
1984,53,119737,737,2,1,1,838159,18
1985,48,107914,797,0,1,0,863312,24
1986,50,104533,715,3,1,1,627198,30
1987,48,142246,629,2,1,1,711230,36
1988,34,47190,820,2,1,0,377520,24
1989,47,158225,679,1,1,0,791125,18
1990,51,119023,681,2,1,0,714138,12
1991,51,102927,585,4,1,0,617562,24
1992,56,135547,757,2,1,0,813282,36
1993,50,101016,768,0,1,0,606096,18
1994,46,116731,643,1,1,0,700386,36
1995,54,28748,840,1,0,0,141949,36
1996,41,79291,653,2,1,0,555037,30
1997,31,46099,750,2,1,0,322693,24
1998,40,76139,717,4,1,0,532973,18
1999,33,49106,537,5,1,0,294636,12
2000,33,56239,743,2,1,0,393673,18
2001,40,83337,736,2,1,0,583359,24
2002,32,46708,558,1,1,1,280248,12
2003,38,67167,822,0,1,0,470169,30
2004,25,31316,736,2,1,1,250528,36
2005,44,69183,799,1,1,0,484281,36
2006,42,68374,562,2,1,1,341870,30
2007,32,50777,667,3,1,0,253885,12
2008,49,173188,794,2,1,0,1039128,30
2009,53,28436,574,1,0,0,128321,12
2010,25,15269,669,3,0,0,57251,30
2011,32,46659,732,2,1,0,373272,24
2012,32,24078,548,1,0,0,82264,30
2013,30,35027,594,5,1,0,245189,24
2014,51,28182,810,3,0,1,141094,12
2015,39,82888,704,2,1,0,663104,24
2016,38,70688,794,1,1,0,565504,30
2017,25,27618,714,3,1,1,165708,30
2018,49,29003,896,1,0,0,140449,18
2019,27,34092,735,2,1,0,204552,18
2020,42,66613,801,1,1,0,532904,12
2021,45,26170,680,2,0,0,115286,18
2022,58,112997,716,1,1,0,903976,24
2023,26,15711,751,2,0,1,56901,24
2024,25,32820,764,3,1,0,196920,12
2025,44,66295,696,2,1,0,331475,18
2026,63,74256,700,1,1,1,371280,18
2027,56,107062,740,4,1,0,642372,24
2028,44,65270,740,3,1,0,522160,36
2029,36,26049,617,0,0,0,88558,12
2030,51,157270,717,1,1,0,1100890,12
2031,30,39476,725,0,1,0,276332,24
2032,47,118183,621,1,1,0,590915,30
2033,48,113777,772,2,1,0,682662,24
2034,54,28150,733,4,0,1,116381,12
2035,70,83955,886,1,1,0,419775,24
2036,46,141689,697,2,1,0,708445,12
2037,35,49763,790,4,1,0,298578,30
2038,41,80527,743,2,1,1,644216,12
2039,25,17317,853,2,0,1,44714,12
2040,33,57862,622,2,1,0,347172,24
2041,37,26957,660,5,0,1,119705,36
2042,35,24455,625,2,0,0,112610,12
2043,43,66838,693,0,1,0,401028,12
2044,32,20303,610,3,0,0,114957,30
2045,55,113418,577,4,1,0,680508,18
2046,42,67064,529,3,1,0,335320,30
2047,41,68248,524,2,1,0,341240,12
2048,38,27161,752,2,0,0,104891,30
2049,43,65869,663,5,1,1,461083,30
2050,51,29973,601,2,0,0,87302,24
2051,31,56629,647,3,1,0,396403,36
2052,34,52870,657,4,1,0,317220,24
2053,38,83418,622,2,1,0,417090,30
2054,25,34757,828,1,1,0,278056,30
2055,32,57067,813,3,1,0,456536,12
2056,36,27903,827,2,0,1,80450,36
2057,52,169940,714,1,1,0,1189580,30
2058,45,26610,722,2,0,0,148697,24
2059,44,26997,647,1,0,0,120914,30
2060,52,164105,632,3,1,0,1148735,36
2061,40,69547,701,2,1,0,417282,30
2062,46,28061,752,1,0,0,92320,12
2063,40,69382,795,3,1,0,555056,30
2064,45,65093,656,1,1,0,325465,36
2065,35,51330,599,1,1,1,307980,24
2066,25,15771,758,2,0,0,66250,30
2067,40,77870,554,3,1,1,389350,30
2068,59,102497,696,2,1,1,717479,36
2069,53,107798,707,4,1,1,862384,36
2070,53,175634,669,2,1,0,1229438,36
2071,56,102488,576,1,1,0,614928,30
2072,43,27834,670,5,0,1,105901,12
2073,44,74562,831,2,1,0,596496,12
2074,34,59699,747,3,1,0,417893,36
2075,38,76407,792,4,1,0,534849,24
2076,49,168291,602,0,1,0,1178037,12
2077,56,103026,720,1,1,0,618156,30
2078,40,68975,707,1,1,1,482825,18
2079,36,66691,708,1,1,0,400146,36
2080,42,78064,744,0,1,0,624512,24
2081,49,104163,711,1,1,0,729141,30
2082,25,21835,604,1,1,1,131010,30
2083,25,21210,749,2,1,0,148470,24
2084,35,50223,767,0,1,0,401784,18
2085,27,31526,805,3,1,0,252208,18
2086,35,46356,809,3,1,0,324492,36
2087,40,69393,738,2,1,0,416358,36
2088,36,66162,608,3,1,0,463134,36
2089,59,124408,577,1,1,1,746448,18
2090,45,67576,681,0,1,0,337880,36
2091,45,68220,773,1,1,0,477540,12
2092,49,101615,768,2,1,0,609690,18
2093,28,26273,721,0,1,0,157638,18
2094,54,176899,697,1,1,0,884495,18
2095,41,67716,852,1,1,0,474012,18
2096,50,172801,745,4,1,0,1209607,18
2097,29,36578,693,1,1,0,182890,18
2098,25,30285,648,2,1,0,151425,12
2099,51,29439,619,4,0,0,105433,36
2100,46,110712,611,4,1,1,664272,24
2101,31,47791,619,0,1,0,334537,24
2102,31,55897,722,2,1,0,447176,36
2103,55,159909,698,0,1,0,959454,24
2104,27,25424,673,2,1,1,177968,18
2105,61,71680,758,1,1,0,430080,18
2106,31,47836,844,3,1,0,382688,12
2107,49,146238,634,0,1,0,731190,36
2108,38,75263,646,2,1,0,451578,36
2109,49,148469,522,3,1,0,742345,12
2110,35,48646,697,3,1,1,291876,30
2111,40,27378,689,3,0,0,77973,18
2112,42,66364,771,2,1,0,464548,36
2113,29,34241,693,1,1,0,171205,30
2114,50,178702,652,2,1,1,1072212,24
2115,35,21265,715,0,0,0,97175,36
2116,39,69504,744,2,1,0,486528,30
2117,30,36420,570,2,1,0,218520,12
2118,25,24444,780,2,1,0,146664,24
2119,39,69989,804,1,1,0,489923,12
2120,70,85954,743,3,1,0,515724,36
2121,51,112714,625,3,1,0,676284,30
2122,41,66055,673,4,1,0,330275,36
2123,38,75456,794,1,1,0,528192,18
2124,42,78298,621,2,1,0,391490,12
2125,48,114963,750,1,1,0,804741,36
