age,income,credit_score,existing_loans,employed,default,loan_amount,loan_tenure_months
35,47125,793,0,1,0,329875,36
49,110116,669,0,1,0,770812,36
53,29739,699,2,0,1,90219,36
49,157870,617,2,1,1,947220,36
25,20486,656,1,1,0,122916,36
33,49853,668,1,1,0,348971,36
39,26167,712,2,0,1,97492,36
41,71555,586,1,1,0,429330,36
49,153526,724,1,1,0,921156,36
44,70456,688,1,1,0,493192,36
25,31856,731,2,1,1,254848,36
46,106324,743,1,1,1,744268,36
49,171976,681,2,1,0,1031856,36
48,101118,739,1,1,0,707826,36
54,114571,693,2,1,0,572855,36
52,161375,759,2,1,0,968250,36
47,172755,725,0,1,0,1382040,36
41,26233,714,4,0,1,119201,36
25,29734,691,5,1,1,178404,36
47,141927,803,1,1,0,851562,36
44,26044,732,4,0,0,120595,36
45,65013,594,3,1,0,390078,36
26,20541,662,3,1,0,143787,36
29,39150,681,1,1,0,234900,36
54,146037,699,1,1,0,1022259,36
41,27266,714,2,0,1,101470,36
50,113150,624,1,1,0,678900,36
42,66349,694,2,1,0,398094,36
42,77069,674,2,1,0,385345,36
53,177394,786,2,1,0,1064364,36
35,16599,620,1,0,1,112720,36
43,67775,698,1,1,0,474425,36
36,75978,645,3,1,0,379890,36
36,68158,849,0,1,0,477106,36
38,81957,800,1,1,0,573699,36
44,66439,568,3,1,1,465073,36
36,67109,636,1,1,0,335545,36
57,105916,769,4,1,0,635496,36
31,58153,736,1,1,0,407071,36
39,67761,734,4,1,0,406566,36
36,83565,715,2,1,0,584955,36
59,125166,776,2,1,0,876162,36
44,69993,762,3,1,0,489951,36
54,166602,676,1,1,0,833010,36
25,12338,604,1,0,1,76088,36
45,66088,564,3,1,0,396528,36
52,162003,691,2,1,1,1134021,36
42,69223,552,4,1,1,415338,36
54,108916,720,2,1,0,653496,36
35,51040,675,5,1,0,306240,36
58,109498,855,0,1,0,875984,36
69,73697,727,3,1,0,442182,36
37,66810,697,1,1,0,400860,36
36,26462,570,2,0,0,83995,36
59,131742,599,2,1,0,922194,36
60,96042,754,2,1,0,576252,36
35,46090,674,3,1,0,230450,36
36,65269,900,0,1,0,522152,36
38,67972,693,2,1,0,475804,36
25,21089,713,0,1,0,168712,36
30,37632,594,2,1,0,188160,36
29,34751,775,2,1,0,208506,36
32,55813,625,2,1,1,390691,36
41,72052,741,0,1,0,504364,36
44,67900,764,1,1,0,475300,36
60,71688,707,2,1,0,358440,36
30,35200,840,2,1,0,246400,36
53,113110,651,3,1,0,678660,36
39,68230,834,1,1,0,545840,36
41,66342,598,0,1,0,464394,36
50,119807,763,1,1,0,718842,36
28,20256,688,3,1,1,101280,36
46,28400,643,1,0,1,107588,36
43,68909,567,3,1,0,413454,36
47,168020,679,1,1,0,840100,36
45,65604,674,2,1,0,459228,36
70,87525,713,3,1,0,525150,36
34,47799,757,0,1,0,382392,36
35,55358,635,1,1,0,387506,36
34,48146,840,4,1,0,337022,36
35,55901,656,3,1,1,335406,36
34,61434,748,3,1,1,491472,36
56,100149,707,2,1,0,701043,36
59,103064,684,1,1,0,721448,36
35,51247,703,2,1,0,409976,36
32,58291,624,2,1,0,408037,36
47,170598,668,3,1,0,1194186,36
35,57678,592,2,1,1,403746,36
49,110750,656,0,1,0,775250,36
44,26462,662,3,0,0,97831,36
25,21337,767,5,1,0,128022,36
60,72831,673,2,1,1,291324,36
63,72980,664,3,1,0,364900,36
34,53561,717,1,1,0,428488,36
37,68150,714,4,1,1,477050,36
45,68318,652,3,1,0,341590,36
46,28506,731,5,0,1,99293,36
49,165944,685,2,1,1,995664,36
66,80170,652,0,1,0,320680,36
39,72000,660,3,1,0,504000,36
32,59920,775,1,1,0,479360,36
25,22217,662,0,1,0,111085,36
33,62126,720,3,1,0,372756,36
41,66867,597,2,1,0,468069,36
63,74837,789,2,1,0,374185,36
35,55256,653,2,1,1,386792,36
44,65421,732,1,1,0,392526,36
41,27094,679,3,0,0,113281,36
56,108061,731,2,1,0,756427,36
70,12384,735,3,0,1,101565,36
35,52141,688,5,1,0,312846,36
36,65096,550,0,1,0,390576,36
54,28817,787,0,0,0,86523,36
50,28808,688,2,0,0,83699,36
64,10285,729,3,0,0,91304,36
49,151025,755,2,1,0,906150,36
37,81409,663,2,1,0,407045,36
49,178581,741,3,1,0,1250067,36
55,101969,640,0,1,0,713783,36
51,164685,731,1,1,0,988110,36
48,174441,701,2,1,0,1046646,36
54,108563,666,3,1,0,542815,36
56,107990,703,4,1,1,863920,36
58,105905,615,4,1,1,741335,36
49,112303,724,4,1,0,898424,36
39,75190,733,1,1,0,526330,36
43,66248,727,2,1,0,463736,36
56,106831,820,4,1,0,640986,36
32,61242,692,1,1,0,306210,36
46,29904,697,1,0,0,88457,36
37,26915,606,1,0,0,89692,36
42,65004,825,0,1,0,520032,36
57,112865,580,3,1,1,790055,36
44,68857,718,2,1,0,413142,36
42,72481,650,2,1,0,434886,36
25,20180,704,1,1,0,141260,36
50,100306,595,3,1,0,702142,36
49,159403,771,1,1,0,1115821,36
67,97765,623,2,1,0,391060,36
38,69858,793,3,1,0,558864,36
44,68244,625,2,1,0,341220,36
44,26055,778,3,0,0,117106,36
60,87955,633,0,1,0,439775,36
40,78899,650,2,1,0,473394,36
45,65204,699,2,1,0,456428,36
49,144838,632,1,1,0,869028,36
44,27337,629,2,0,0,113869,36
36,83854,633,1,1,0,586978,36
44,26611,725,4,0,0,106430,36
54,28337,699,0,0,0,102148,36
29,34702,704,0,1,0,208212,36
43,68775,674,3,1,0,412650,36
33,62803,743,1,1,0,376818,36
56,20848,784,3,0,0,100592,36
25,10292,746,1,0,1,44733,36
35,45551,683,2,1,0,273306,36
46,111998,602,1,1,0,559990,36
60,73871,541,3,1,0,295484,36
41,69729,694,0,1,0,488103,36
35,60981,540,2,1,0,304905,36
64,89211,684,1,1,1,356844,36
25,22793,812,4,1,0,136758,36
25,27685,607,1,1,0,138425,36
47,148591,597,4,1,1,1040137,36
35,56515,750,5,1,1,452120,36
29,38820,475,3,1,0,194100,36
50,112436,730,0,1,0,674616,36
44,68967,817,3,1,0,413802,36
35,51199,630,0,1,0,358393,36
26,16672,616,1,0,1,79561,36
52,170783,747,4,1,0,1024698,36
49,106140,606,2,1,0,636840,36
40,78393,764,1,1,0,548751,36
64,97207,612,1,1,0,486035,36
29,36089,841,0,1,0,252623,36
25,21678,752,3,1,0,151746,36
33,61634,703,1,1,0,431438,36
41,66271,836,2,1,0,397626,36
44,66388,782,4,1,0,464716,36
39,76198,729,1,1,0,609584,36
46,116309,550,1,1,0,581545,36
26,13756,643,4,0,0,78007,36
59,102606,786,1,1,0,718242,36
41,67360,595,5,1,0,404160,36
55,160880,638,3,1,0,1126160,36
46,173885,618,2,1,0,869425,36
47,107810,732,0,1,0,646860,36
48,174706,777,2,1,0,1397648,36
47,160413,777,3,1,0,1283304,36
49,28678,631,3,0,0,125049,36
57,110584,731,1,1,0,774088,36
44,83018,628,2,1,0,498108,36
50,113494,683,0,1,0,794458,36
40,69506,741,1,1,0,486542,36
59,101962,784,4,1,0,611772,36
33,55736,528,3,1,0,278680,36
63,14154,707,1,0,1,94681,36
41,77168,812,1,1,0,540176,36
25,31774,718,0,1,0,222418,36
43,66450,706,3,1,0,465150,36
33,51538,654,1,1,0,309228,36
52,111117,810,1,1,0,777819,36
34,50488,658,1,1,0,252440,36
36,66303,691,1,1,0,464121,36
25,30141,662,0,1,0,150705,36
36,68020,708,1,1,1,544160,36
25,17826,814,2,0,1,51895,36
25,21771,627,0,1,0,130626,36
51,150448,709,2,1,0,1203584,36
51,150714,731,2,1,0,904284,36
47,109495,635,0,1,0,656970,36
30,16491,695,4,0,1,101951,36
41,66800,848,1,1,0,400800,36
41,76918,558,2,1,0,538426,36
28,21546,666,3,1,1,107730,36
60,74016,720,2,1,0,444096,36
52,111914,669,1,1,0,671484,36
39,69303,900,2,1,0,485121,36
42,66313,743,3,1,0,530504,36
44,65812,616,1,1,0,394872,36
25,14532,513,0,0,0,66284,36
39,66167,727,1,1,1,529336,36
33,59871,639,1,1,1,419097,36
29,37011,803,0,1,0,296088,36
38,77231,678,3,1,1,540617,36
63,9728,654,2,0,0,80012,36
49,101058,653,2,1,0,707406,36
35,58020,778,0,1,0,406140,36
48,166107,733,3,1,0,1162749,36
58,131769,840,0,1,0,922383,36
53,159419,682,3,1,0,797095,36
42,67851,768,2,1,0,474957,36
34,47407,770,1,1,0,331849,36
50,112505,753,1,1,0,675030,36
46,164947,659,2,1,0,989682,36
52,28169,737,1,0,1,135654,36
49,178306,692,2,1,0,1069836,36
54,142440,690,3,1,0,854640,36
35,48446,635,2,1,1,242230,36
57,106907,530,0,1,0,641442,36
44,69294,799,1,1,0,415764,36
66,74367,734,0,1,0,446202,36
33,51357,592,3,1,0,359499,36
62,84325,757,4,1,0,505950,36
44,27935,801,3,0,1,126077,36
34,51408,762,0,1,0,308448,36
36,66388,628,3,1,0,331940,36
38,65692,641,2,1,0,328460,36
47,114858,656,4,1,1,804006,36
48,176257,768,1,1,0,1410056,36
35,62837,738,3,1,1,377022,36
41,68930,900,1,1,0,551440,36
67,72411,568,2,1,0,289644,36
62,94411,695,2,1,0,377644,36
47,108774,545,2,1,0,652644,36
42,84057,747,5,1,1,672456,36
43,68788,785,1,1,0,412728,36
49,168456,815,2,1,0,1010736,36
29,37652,715,2,1,0,225912,36
38,70223,546,1,1,0,421338,36
25,16805,695,1,0,1,51000,36
46,157947,734,2,1,1,1263576,36
49,104086,619,1,1,0,520430,36
36,66343,678,5,1,0,464401,36
60,74510,597,1,1,0,372550,36
27,27686,650,0,1,0,138430,36
25,34052,772,4,1,1,272416,36
44,65036,754,2,1,0,520288,36
54,142699,588,2,1,0,713495,36
62,74267,643,2,1,0,297068,36
36,69128,704,1,1,0,553024,36
54,168031,718,1,1,0,1344248,36
41,82698,646,3,1,1,578886,36
39,71922,738,1,1,0,503454,36
52,116373,697,0,1,0,814611,36
49,175922,493,5,1,0,879610,36
25,25827,654,2,1,1,180789,36
59,111923,651,1,1,0,671538,36
58,105280,754,2,1,1,736960,36
34,60202,755,0,1,0,361212,36
46,161746,566,2,1,0,1132222,36
47,115387,735,3,1,0,807709,36
45,26142,694,2,0,1,83602,36
35,50493,710,1,1,0,353451,36
33,47848,650,1,1,0,239240,36
41,66232,695,2,1,0,463624,36
56,132345,792,2,1,1,926415,36
48,109931,708,5,1,0,769517,36
37,65464,696,0,1,0,392784,36
51,179460,661,2,1,0,897300,36
25,22040,784,5,1,0,176320,36
55,169467,597,4,1,0,847335,36
25,27620,635,4,1,1,138100,36
37,80127,592,2,1,0,560889,36
28,31022,716,1,1,0,217154,36
26,32151,794,0,1,0,225057,36
55,142827,673,2,1,0,999789,36
36,66043,614,3,1,0,396258,36
46,165326,830,3,1,0,1322608,36
41,26475,736,0,0,0,81919,36
47,141574,722,4,1,0,991018,36
42,68562,684,2,1,0,479934,36
26,23376,753,4,1,1,140256,36
53,101079,720,3,1,0,808632,36
36,79353,661,0,1,0,555471,36
25,30129,674,2,1,0,180774,36
36,76982,618,1,1,0,538874,36
60,71657,608,3,1,0,286628,36
52,28441,676,4,0,1,112548,36
37,26534,792,2,0,1,63495,36
37,67021,617,2,1,0,402126,36
38,75277,766,3,1,0,602216,36
66,95918,636,3,1,0,479590,36
46,105382,557,0,1,0,526910,36
47,113310,743,5,1,0,679860,36
54,178729,830,2,1,0,1429832,36
44,67758,631,4,1,0,406548,36
38,66700,574,2,1,0,400200,36
39,70361,736,3,1,0,492527,36
41,69849,626,1,1,0,419094,36
41,26718,742,5,0,0,130720,36
50,100647,792,2,1,0,704529,36
42,66750,726,2,1,0,467250,36
50,113288,764,1,1,0,679728,36
41,68692,765,0,1,0,412152,36
42,79898,779,1,1,0,479388,36
25,28900,703,1,1,0,173400,36
52,166995,762,1,1,0,1168965,36
46,109348,713,2,1,0,656088,36
53,103184,731,1,1,0,619104,36
25,33855,900,3,1,0,203130,36
67,98802,719,3,1,0,592812,36
40,68750,580,3,1,0,412500,36
55,29085,684,4,0,0,105591,36
29,39515,675,3,1,0,237090,36
49,102977,678,4,1,1,720839,36
29,38470,776,1,1,0,307760,36
34,46243,790,3,1,0,277458,36
64,98483,691,3,1,0,492415,36
39,69558,588,1,1,0,417348,36
44,77739,707,2,1,1,621912,36
52,158840,656,3,1,0,1111880,36
47,158476,716,1,1,0,950856,36
43,69232,690,3,1,1,415392,36
46,28052,797,3,0,0,145372,36
70,73210,721,1,1,0,366050,36
41,81132,656,5,1,0,486792,36
44,67311,589,5,1,1,336555,36
54,115751,696,1,1,0,810257,36
55,147573,696,5,1,1,1033011,36
56,134814,679,2,1,1,808884,36
49,160492,762,1,1,0,962952,36
28,32896,589,2,1,0,230272,36
61,88648,638,0,1,0,354592,36
28,22583,704,4,1,1,158081,36
45,66766,655,1,1,0,333830,36
32,50331,671,1,1,0,301986,36
41,67039,695,0,1,0,469273,36
45,67550,754,1,1,0,405300,36
45,65363,691,2,1,0,392178,36
47,108926,542,3,1,0,653556,36
61,71910,651,2,1,0,287640,36
47,109440,739,2,1,0,875520,36
39,70838,761,2,1,1,566704,36
53,111961,765,4,1,0,783727,36
56,105496,788,1,1,0,738472,36
27,29122,709,2,1,0,232976,36
49,28435,721,3,0,0,86960,36
50,153679,618,2,1,0,1075753,36
38,69318,526,5,1,1,415908,36
58,109811,586,0,1,0,658866,36
40,65178,643,5,1,1,391068,36
43,76337,591,2,1,0,381685,36
39,68248,676,2,1,0,477736,36
42,69396,663,1,1,0,485772,36
28,30512,775,3,1,0,244096,36
25,25771,622,1,1,0,154626,36
61,70103,711,3,1,0,420618,36
31,18194,666,3,0,0,102316,36
30,38572,619,2,1,0,270004,36
25,12871,641,3,0,1,74417,36
34,57674,535,1,1,1,288370,36
26,26978,759,1,1,0,161868,36
61,12006,812,3,0,0,105786,36
54,29586,678,2,0,1,108730,36
33,57138,702,3,1,0,342828,36
69,12317,676,3,0,1,84563,36
53,103636,634,1,1,0,518180,36
38,67552,756,0,1,0,472864,36
25,27318,725,3,1,0,163908,36
69,71340,467,1,1,0,285360,36
25,31605,617,1,1,0,158025,36
25,20661,535,1,1,0,103305,36
54,29483,824,1,0,0,128129,36
70,84459,686,3,1,1,422295,36
58,20253,719,1,0,0,112645,36
48,110216,671,3,1,0,661296,36
49,115171,788,5,1,0,691026,36
52,142488,768,0,1,0,854928,36
51,146066,682,3,1,0,1022462,36
45,69491,837,2,1,0,555928,36
43,68760,714,1,1,0,412560,36
41,77155,583,3,1,0,385775,36
32,46563,708,1,1,0,279378,36
38,66324,741,0,1,0,397944,36
25,21603,689,1,1,0,151221,36
40,68997,667,5,1,0,482979,36
30,39052,841,1,1,0,234312,36
28,26286,605,4,1,1,184002,36
44,68392,478,4,1,0,341960,36
58,21322,829,1,0,0,82812,36
53,105362,601,2,1,0,737534,36
25,21523,677,3,1,0,129138,36
30,33748,669,1,1,0,202488,36
53,28267,798,3,0,1,89777,36
30,38735,814,3,1,0,271145,36
39,74226,596,3,1,0,445356,36
48,155986,808,1,1,0,1091902,36
30,38493,807,3,1,1,230958,36
43,65812,701,4,1,0,526496,36
25,30226,774,3,1,0,211582,36
34,50827,782,0,1,0,406616,36
45,80836,679,5,1,0,485016,36
25,32005,687,2,1,0,224035,36
47,150911,747,2,1,0,1207288,36
41,68689,569,1,1,0,480823,36
48,176754,671,0,1,0,1060524,36
44,27376,603,3,0,0,96112,36
58,109483,813,2,1,0,875864,36
43,66965,670,2,1,0,468755,36
36,26159,722,4,0,1,97516,36
43,79037,682,4,1,0,395185,36
48,109069,677,1,1,1,763483,36
42,68052,716,1,1,0,544416,36
42,83426,641,1,1,0,583982,36
33,45394,684,0,1,0,272364,36
34,46602,683,2,1,0,233010,36
25,28863,666,2,1,0,173178,36
62,70324,731,2,1,1,351620,36
27,12778,664,0,0,0,53426,36
33,49294,828,5,1,0,394352,36
33,54050,750,0,1,0,432400,36
52,159685,592,3,1,1,958110,36
38,26328,744,0,0,0,82398,36
56,117956,644,1,1,0,825692,36
33,52323,710,0,1,0,366261,36
45,65940,641,2,1,0,461580,36
31,57246,524,0,1,0,286230,36
67,72946,698,1,1,0,291784,36
27,27765,585,0,1,0,166590,36
45,66551,733,1,1,0,465857,36
49,158748,713,1,1,0,1111236,36
46,165984,651,3,1,0,995904,36
39,66741,846,4,1,0,533928,36
40,66429,600,4,1,0,398574,36
42,67752,650,1,1,0,406512,36
40,66931,610,3,1,1,334655,36
53,114670,863,3,1,0,688020,36
68,88101,808,1,1,0,528606,36
35,50028,586,0,1,0,350196,36
25,21825,633,0,1,0,130950,36
40,26854,636,1,0,0,95462,36
70,71976,655,0,1,0,359880,36
32,61324,616,2,1,0,367944,36
61,82780,651,2,1,0,331120,36
62,86564,780,2,1,0,432820,36
35,46062,855,3,1,0,368496,36
48,146765,576,2,1,1,733825,36
61,74090,616,1,1,0,296360,36
37,67632,717,4,1,0,541056,36
39,72552,573,3,1,1,435312,36
35,23640,719,0,0,0,84829,36
29,39321,743,3,1,0,235926,36
34,56783,756,2,1,0,454264,36
27,33430,740,1,1,0,267440,36
42,68415,657,1,1,0,342075,36
32,61716,685,2,1,0,308580,36
44,66161,605,2,1,0,396966,36
25,11588,737,5,0,0,52546,36
45,65240,828,2,1,0,391440,36
52,114813,736,3,1,0,688878,36
25,23832,644,1,1,0,166824,36
46,170157,779,4,1,0,1020942,36
56,124443,889,3,1,1,746658,36
27,33009,719,3,1,0,198054,36
62,94145,744,1,1,1,564870,36
47,140715,754,3,1,0,985005,36
33,55784,571,3,1,0,278920,36
41,84891,667,2,1,1,594237,36
48,167153,658,0,1,0,835765,36
42,27554,766,1,0,0,137117,36
48,112848,757,1,1,0,902784,36
30,39510,690,1,1,1,276570,36
44,67113,654,0,1,0,402678,36
25,29103,565,0,1,0,145515,36
40,66706,698,1,1,0,400236,36
31,58504,623,0,1,0,409528,36
33,61783,613,1,1,0,308915,36
56,105616,774,3,1,0,633696,36
55,117078,765,5,1,0,936624,36
49,28003,660,4,0,1,95241,36
28,26805,574,2,1,0,187635,36
38,65629,633,2,1,0,328145,36
56,132050,779,2,1,0,792300,36
43,65069,737,4,1,0,455483,36
69,74926,662,3,1,1,374630,36
46,141635,704,2,1,0,1133080,36
44,66469,534,3,1,0,398814,36
38,68083,527,2,1,0,408498,36
43,27548,858,2,0,0,87294,36
40,67110,740,3,1,0,469770,36
50,110838,700,2,1,0,665028,36
53,109188,668,2,1,0,545940,36
32,46401,559,1,1,0,232005,36
26,28122,779,1,1,0,168732,36
25,34481,609,2,1,1,241367,36
48,147884,756,0,1,0,887304,36
28,22492,710,0,1,0,134952,36
25,22283,695,1,1,0,155981,36
46,108455,595,2,1,0,759185,36
70,94976,596,0,1,0,474880,36
41,67302,731,3,1,0,471114,36
52,100059,706,1,1,0,700413,36
42,26715,703,2,0,0,102818,36
40,68954,722,1,1,0,551632,36
53,144899,545,1,1,1,724495,36
38,26274,781,1,0,0,70317,36
45,65625,671,0,1,0,328125,36
45,70991,793,2,1,0,567928,36
33,57514,539,2,1,0,345084,36
53,29605,745,2,0,0,105905,36
39,68375,744,4,1,0,410250,36
32,57212,581,1,1,0,343272,36
48,151553,648,4,1,0,757765,36
31,56510,615,1,1,0,339060,36
42,67494,769,4,1,0,472458,36
41,68497,724,1,1,0,410982,36
55,117672,827,1,1,0,706032,36
47,106108,716,2,1,0,636648,36
41,26290,758,3,0,0,98485,36
51,168748,793,0,1,0,1349984,36
58,100711,744,1,1,0,604266,36
48,163885,669,2,1,0,1147195,36
42,26943,654,1,0,0,88616,36
26,21702,693,2,1,0,130212,36
29,34881,763,1,1,1,244167,36
38,27161,638,3,0,1,70984,36
34,50942,752,2,1,0,305652,36
39,77220,725,1,1,1,540540,36
42,68906,599,4,1,1,482342,36
48,107508,748,0,1,0,860064,36
41,68947,711,1,1,1,482629,36
47,149465,655,3,1,1,896790,36
42,76423,710,2,1,1,611384,36
25,29526,659,3,1,0,147630,36
30,14792,719,2,0,0,76996,36
40,67496,686,0,1,0,404976,36
27,10746,577,1,0,0,80771,36
49,28961,688,2,0,0,129388,36
60,71945,664,1,1,1,287780,36
56,107141,750,5,1,0,857128,36
39,66780,770,0,1,0,400680,36
59,102989,659,0,1,0,617934,36
43,65270,636,4,1,0,456890,36
37,66571,565,1,1,1,465997,36
34,23598,634,0,0,0,97295,36
38,67287,674,4,1,0,471009,36
37,26426,592,1,0,1,73910,36
44,81426,771,3,1,0,488556,36
43,26859,720,2,0,0,90302,36
42,84641,690,1,1,1,423205,36
47,117812,698,3,1,0,706872,36
56,124762,724,0,1,0,748572,36
53,165225,750,2,1,0,1156575,36
25,28692,764,1,1,0,229536,36
25,22105,675,4,1,0,154735,36
53,143443,688,1,1,1,1004101,36
25,28087,713,2,1,0,224696,36
39,73812,685,1,1,0,369060,36
27,34868,769,1,1,0,278944,36
25,27160,798,2,1,0,217280,36
48,100476,727,1,1,0,602856,36
51,167491,627,1,1,0,837455,36
35,46933,740,4,1,1,375464,36
25,20433,730,2,1,0,163464,36
35,53006,620,1,1,0,265030,36
46,163619,730,4,1,0,981714,36
25,11651,656,2,0,0,65709,36
44,65518,759,2,1,0,524144,36
41,26481,740,0,0,0,117502,36
48,117954,717,2,1,0,943632,36
43,78802,703,1,1,0,472812,36
30,33714,529,2,1,0,202284,36
56,108508,602,4,1,0,759556,36
40,74182,689,2,1,0,370910,36
41,65577,821,0,1,0,524616,36
30,12443,745,0,0,0,108367,36
36,65295,845,3,1,0,391770,36
31,48836,706,0,1,0,390688,36
39,68862,697,2,1,1,413172,36
62,70090,814,2,1,0,350450,36
25,31724,687,3,1,0,158620,36
25,30848,621,1,1,1,215936,36
59,101925,725,2,1,1,611550,36
39,67387,789,5,1,0,539096,36
33,47857,633,2,1,0,334999,36
54,102990,747,1,1,0,823920,36
34,52892,692,0,1,0,264460,36
63,72954,736,2,1,1,364770,36
50,149598,725,0,1,0,1047186,36
36,27590,666,3,0,1,115900,36
67,81705,691,0,1,0,326820,36
34,45332,671,4,1,0,317324,36
50,169713,709,2,1,0,1187991,36
45,69267,632,0,1,0,484869,36
57,100932,651,3,1,0,706524,36
60,8585,666,1,0,0,77353,36
42,69463,731,5,1,0,416778,36
32,58345,586,1,1,0,291725,36
47,114839,691,1,1,0,689034,36
33,53065,643,2,1,0,265325,36
66,89393,667,1,1,1,446965,36
43,65524,647,2,1,1,458668,36
37,67552,715,2,1,1,405312,36
44,67560,687,2,1,0,405360,36
25,20920,756,2,1,0,146440,36
30,14465,732,2,0,0,109990,36
56,105545,577,5,1,0,527725,36
34,48039,623,2,1,0,336273,36
29,34405,686,1,1,0,240835,36
48,28163,696,3,0,0,110571,36
56,108431,630,0,1,0,650586,36
50,156782,804,3,1,0,1097474,36
53,152370,769,2,1,0,1218960,36
32,15243,568,1,0,0,109848,36
25,32603,727,2,1,0,228221,36
60,70306,696,3,1,0,281224,36
38,65521,799,1,1,0,393126,36
38,65163,574,1,1,0,325815,36
57,103766,864,3,1,0,622596,36
48,117760,632,1,1,0,824320,36
47,156105,730,1,1,0,936630,36
67,70065,651,2,1,0,350325,36
34,50713,669,4,1,0,253565,36
53,100139,564,5,1,1,500695,36
42,66297,795,0,1,0,397782,36
45,66214,678,2,1,0,463498,36
60,73510,683,1,1,0,367550,36
48,151169,884,5,1,0,1209352,36
48,29871,776,3,0,1,108662,36
54,28284,646,4,0,1,99395,36
37,84371,651,3,1,0,421855,36
31,57046,720,5,1,1,399322,36
29,12239,761,2,0,0,50295,36
25,28958,840,3,1,0,202706,36
66,72704,571,2,1,0,363520,36
28,26950,758,5,1,1,188650,36
39,66013,771,2,1,0,528104,36
38,71266,636,2,1,0,356330,36
45,26808,671,1,0,1,85315,36
51,174145,569,3,1,0,870725,36
52,168475,659,2,1,0,1179325,36
35,50500,718,2,1,0,404000,36
39,26485,827,3,0,0,65471,36
45,67592,834,3,1,0,540736,36
39,27694,617,3,0,1,71359,36
61,72234,816,1,1,0,433404,36
47,157318,544,3,1,0,786590,36
50,170465,653,5,1,0,1022790,36
49,28943,675,3,0,0,82860,36
56,131323,720,1,1,1,787938,36
44,26451,708,1,0,0,147275,36
26,34229,729,2,1,0,239603,36
46,176794,685,1,1,0,883970,36
34,56483,776,1,1,0,395381,36
35,55983,755,0,1,0,335898,36
49,112906,676,1,1,0,564530,36
56,105386,767,3,1,0,632316,36
42,67486,865,2,1,0,404916,36
45,84249,646,3,1,0,505494,36
62,95557,834,3,1,0,573342,36
44,66960,653,2,1,0,334800,36
70,71034,812,1,1,0,355170,36
48,169311,656,1,1,0,1015866,36
25,10435,761,2,0,1,68610,36
51,116297,714,0,1,0,697782,36
46,163630,557,2,1,0,1145410,36
57,122533,853,3,1,0,980264,36
50,110870,628,3,1,0,665220,36
40,68843,598,5,1,0,344215,36
27,23627,648,2,1,0,118135,36
39,69824,900,2,1,0,418944,36
31,46733,599,1,1,0,280398,36
35,54423,714,1,1,1,380961,36
49,118028,610,0,1,0,590140,36
62,8259,623,3,0,0,71970,36
46,103419,572,5,1,0,517095,36
27,31426,725,0,1,0,219982,36
47,177723,687,4,1,1,1066338,36
56,105997,609,3,1,0,635982,36
34,56079,769,1,1,0,336474,36
40,66706,778,0,1,0,466942,36
42,69289,732,5,1,0,554312,36
32,57984,793,4,1,0,463872,36
49,29805,672,2,0,0,103283,36
40,65578,725,3,1,0,459046,36
47,29982,672,2,0,1,122161,36
31,24365,579,3,0,1,96681,36
36,68911,717,2,1,0,413466,36
50,146326,712,2,1,0,1024282,36
37,26133,697,3,0,0,95370,36
62,74235,729,2,1,0,371175,36
37,66493,812,1,1,0,398958,36
44,26523,683,2,0,1,128842,36
53,155419,623,1,1,0,932514,36
25,25791,680,1,1,1,154746,36
25,27193,689,1,1,0,163158,36
25,30347,778,2,1,0,182082,36
57,109597,708,2,1,0,876776,36
35,50704,608,1,1,0,304224,36
70,72422,764,2,1,0,434532,36
35,21311,751,3,0,0,108460,36
44,65146,708,3,1,0,521168,36
60,72371,775,0,1,0,434226,36
66,74467,789,2,1,0,446802,36
66,11233,669,0,0,0,70862,36
56,127975,627,2,1,0,895825,36
54,101775,699,1,1,0,508875,36
49,28190,742,1,0,0,88064,36
51,142466,691,2,1,0,854796,36
35,16946,620,0,0,0,101283,36
32,20848,713,1,0,1,87980,36
41,26824,537,3,0,0,94573,36
39,67614,674,2,1,0,338070,36
36,70221,768,3,1,0,561768,36
50,105601,772,2,1,0,844808,36
53,169253,399,3,1,1,545055,36
43,71260,684,1,1,0,427560,36
59,21816,747,0,0,0,123016,36
28,30642,605,2,1,1,183852,36
39,65889,670,2,1,0,329445,36
33,62479,796,2,1,1,374874,36
25,27515,661,2,1,0,165090,36
41,26055,827,3,0,1,89274,36
40,84362,640,3,1,1,421810,36
60,70174,812,3,1,0,350870,36
49,111171,702,2,1,0,778197,36
29,36649,629,2,1,0,183245,36
64,72392,813,2,1,0,434352,36
56,116015,603,1,1,0,580075,36
48,104425,636,2,1,0,522125,36
39,68429,739,1,1,0,410574,36
30,35633,706,2,1,0,285064,36
37,66920,721,1,1,0,535360,36
55,28103,670,4,0,1,126057,36
64,86436,604,3,1,0,345744,36
60,81423,647,5,1,0,325692,36
36,68777,805,2,1,0,412662,36
28,16369,593,4,0,0,53760,36
43,27919,831,3,0,1,125095,36
25,27607,725,2,1,0,220856,36
45,69098,652,0,1,0,483686,36
40,66919,539,1,1,0,334595,36
36,69284,550,0,1,0,415704,36
25,25815,671,0,1,0,129075,36
48,148655,661,5,1,0,743275,36
35,61720,709,2,1,0,370320,36
27,21323,837,5,1,0,170584,36
25,11281,743,0,0,0,45300,36
41,79925,689,1,1,0,399625,36
63,11613,797,3,0,0,86078,36
61,91268,712,0,1,0,547608,36
36,66403,827,2,1,1,398418,36
