age,income,credit_score,existing_loans,existing_loan_emi,employed,default,loan_amount,loan_tenure_months,emi_to_income_ratio,loan_to_income_ratio,employment_type
45,26808,671,1,4410,0,0,85000,24,0.16,3.17,Gig Worker
51,174145,569,3,76944,1,0,871000,30,0.44,5.0,Government
52,168475,659,2,54526,1,0,1179000,18,0.32,7.0,Salaried
35,50500,718,2,14332,1,0,404000,24,0.28,8.0,Salaried
39,26485,827,3,11234,0,0,65000,24,0.42,2.45,Gig Worker
45,67592,834,3,27564,1,0,541000,24,0.41,8.0,Salaried
39,27694,617,3,12840,0,0,71000,30,0.46,2.56,Gig Worker
61,72234,816,1,10550,1,0,433000,36,0.15,5.99,Self-Employed
47,157318,544,3,75952,1,0,787000,18,0.48,5.0,Salaried
50,170465,653,5,85232,1,1,1023000,30,0.5,6.0,Self-Employed
49,28943,675,3,14244,0,0,83000,24,0.49,2.87,Gig Worker
56,131323,720,1,18460,1,0,788000,24,0.14,6.0,Self-Employed
44,26451,708,1,4260,0,0,147000,36,0.16,5.56,Gig Worker
26,34229,729,2,10837,1,0,240000,12,0.32,7.01,Salaried
46,176794,685,1,27956,1,0,884000,12,0.16,5.0,Government
34,56483,776,1,9057,1,0,395000,36,0.16,6.99,Salaried
35,55983,755,0,0,1,0,336000,36,0.0,6.0,Salaried
49,112906,676,1,17820,1,0,565000,12,0.16,5.0,Entrepreneur
56,105386,767,3,48621,1,0,632000,30,0.46,6.0,Self-Employed
42,67486,865,2,18753,1,0,405000,12,0.28,6.0,Salaried
45,84249,646,3,34367,1,1,505000,18,0.41,5.99,Entrepreneur
62,95557,834,3,46620,1,0,573000,30,0.49,6.0,Entrepreneur
44,66960,653,2,20557,1,0,335000,30,0.31,5.0,Salaried
70,71034,812,1,11287,1,0,355000,24,0.16,5.0,Self-Employed
48,169311,656,1,25303,1,0,1016000,18,0.15,6.0,Salaried
25,10435,761,2,2891,0,1,69000,24,0.28,6.61,Gig Worker
51,116297,714,0,0,1,0,698000,24,0.0,6.0,Salaried
46,163630,557,2,45409,1,0,1145000,30,0.28,7.0,Salaried
57,122533,853,3,57186,1,0,980000,30,0.47,8.0,Self-Employed
50,110870,628,3,49196,1,0,665000,18,0.44,6.0,Salaried
40,68843,598,5,34422,1,1,344000,18,0.5,5.0,Self-Employed
27,23627,648,2,7076,1,0,118000,24,0.3,4.99,Salaried
39,69824,900,2,19121,1,0,419000,30,0.27,6.0,Salaried
31,46733,599,1,7125,1,0,280000,18,0.15,5.99,Salaried
35,54423,714,1,7786,1,1,381000,12,0.14,7.0,Salaried
49,118028,610,0,0,1,0,590000,36,0.0,5.0,Government
62,8259,623,3,3938,0,0,72000,36,0.48,8.72,Retired
46,103419,572,5,51710,1,0,517000,36,0.5,5.0,Government
27,31426,725,0,0,1,0,220000,12,0.0,7.0,Salaried
47,177723,687,4,88862,1,0,1066000,12,0.5,6.0,Government
56,105997,609,3,43040,1,0,636000,30,0.41,6.0,Salaried
34,56079,769,1,7693,1,0,336000,24,0.14,5.99,Salaried
40,66706,778,0,0,1,0,467000,18,0.0,7.0,Salaried
42,69289,732,5,34644,1,0,554000,36,0.5,8.0,Salaried
32,57984,793,4,28992,1,0,464000,24,0.5,8.0,Self-Employed
49,29805,672,2,9120,0,1,103000,12,0.31,3.46,Gig Worker
40,65578,725,3,28280,1,0,459000,36,0.43,7.0,Self-Employed
47,29982,672,2,9345,0,1,122000,12,0.31,4.07,Gig Worker
31,24365,579,3,11754,0,1,97000,36,0.48,3.98,Gig Worker
36,68911,717,2,21830,1,0,413000,30,0.32,5.99,Salaried
50,146326,712,2,39856,1,0,1024000,18,0.27,7.0,Salaried
37,26133,697,3,11714,0,0,95000,18,0.45,3.64,Gig Worker
62,74235,729,2,20511,1,0,371000,36,0.28,5.0,Self-Employed
37,66493,812,1,9459,1,0,399000,36,0.14,6.0,Salaried
44,26523,683,2,8731,0,0,129000,30,0.33,4.86,Gig Worker
53,155419,623,1,21646,1,0,933000,18,0.14,6.0,Entrepreneur
25,25791,680,1,3868,1,0,155000,30,0.15,6.01,Salaried
25,27193,689,1,4175,1,0,163000,36,0.15,5.99,Self-Employed
25,30347,778,2,9473,1,0,182000,18,0.31,6.0,Self-Employed
57,109597,708,2,33271,1,0,877000,18,0.3,8.0,Salaried
35,50704,608,1,6860,1,0,304000,30,0.14,6.0,Salaried
70,72422,764,2,20973,1,0,435000,12,0.29,6.01,Entrepreneur
35,21311,751,3,9624,0,0,108000,24,0.45,5.07,Gig Worker
44,65146,708,3,26899,1,0,521000,18,0.41,8.0,Salaried
60,72371,775,0,0,1,0,434000,18,0.0,6.0,Self-Employed
66,74467,789,2,21673,1,0,447000,30,0.29,6.0,Self-Employed
66,11233,669,0,0,0,0,71000,18,0.0,6.32,Retired
56,127975,627,2,34808,1,0,896000,30,0.27,7.0,Government
54,101775,699,1,13980,1,0,509000,36,0.14,5.0,Government
49,28190,742,1,4141,0,0,88000,24,0.15,3.12,Gig Worker
51,142466,691,2,39600,1,0,855000,12,0.28,6.0,Self-Employed
35,16946,620,0,0,0,0,101000,36,0.0,5.96,Gig Worker
32,20848,713,1,3169,0,0,88000,36,0.15,4.22,Gig Worker
41,26824,537,3,12528,0,1,95000,18,0.47,3.54,Gig Worker
39,67614,674,2,21504,1,0,338000,12,0.32,5.0,Salaried
36,70221,768,3,29704,1,0,562000,18,0.42,8.0,Salaried
50,105601,772,2,29573,1,0,845000,18,0.28,8.0,Entrepreneur
53,169253,399,3,70140,1,1,545000,30,0.41,3.22,Entrepreneur
43,71260,684,1,10981,1,0,428000,12,0.15,6.01,Self-Employed
59,21816,747,0,0,0,0,123000,24,0.0,5.64,Gig Worker
28,30642,605,2,9572,1,1,184000,12,0.31,6.0,Self-Employed
39,65889,670,2,17915,1,0,329000,18,0.27,4.99,Self-Employed
33,62479,796,2,20379,1,0,375000,18,0.33,6.0,Self-Employed
25,27515,661,2,7515,1,0,165000,36,0.27,6.0,Salaried
41,26055,827,3,11822,0,0,89000,24,0.45,3.42,Gig Worker
40,84362,640,3,39550,1,0,422000,12,0.47,5.0,Government
60,70174,812,3,33921,1,0,351000,18,0.48,5.0,Self-Employed
49,111171,702,2,34779,1,0,778000,18,0.31,7.0,Government
29,36649,629,2,11658,1,0,183000,12,0.32,4.99,Salaried
64,72392,813,2,21020,1,0,434000,18,0.29,6.0,Self-Employed
56,116015,603,1,18498,1,0,580000,12,0.16,5.0,Salaried
48,104425,636,2,28697,1,0,522000,36,0.27,5.0,Self-Employed
39,68429,739,1,11075,1,0,411000,36,0.16,6.01,Salaried
30,35633,706,2,10792,1,0,285000,18,0.3,8.0,Salaried
37,66920,721,1,10675,1,0,535000,36,0.16,7.99,Salaried
55,28103,670,4,14052,0,1,126000,18,0.5,4.48,Gig Worker
64,86436,604,3,40013,1,0,346000,12,0.46,4.0,Entrepreneur
60,81423,647,5,40712,1,0,326000,30,0.5,4.0,Self-Employed
36,68777,805,2,21589,1,0,413000,24,0.31,6.0,Salaried
28,16369,593,4,8184,0,1,54000,36,0.5,3.3,Gig Worker
43,27919,831,3,11459,0,0,125000,24,0.41,4.48,Gig Worker
25,27607,725,2,7863,1,0,221000,36,0.28,8.01,Self-Employed
45,69098,652,0,0,1,0,484000,24,0.0,7.0,Self-Employed
40,66919,539,1,9354,1,0,335000,24,0.14,5.01,Entrepreneur
36,69284,550,0,0,1,0,416000,30,0.0,6.0,Salaried
25,25815,671,0,0,1,0,129000,24,0.0,5.0,Salaried
48,148655,661,5,74328,1,0,743000,24,0.5,5.0,Entrepreneur
35,61720,709,2,17476,1,0,370000,18,0.28,5.99,Salaried
27,21323,837,5,10662,1,0,171000,30,0.5,8.02,Salaried
25,11281,743,0,0,0,0,45000,18,0.0,3.99,Gig Worker
41,79925,689,1,11598,1,0,400000,24,0.15,5.0,Salaried
63,11613,797,3,4894,0,1,86000,18,0.42,7.41,Retired
61,91268,712,0,0,1,0,548000,30,0.0,6.0,Self-Employed
36,66403,827,2,21075,1,0,398000,30,0.32,5.99,Self-Employed
34,47923,646,3,22250,1,0,240000,12,0.46,5.01,Self-Employed
47,171757,608,3,77263,1,0,859000,30,0.45,5.0,Salaried
30,37641,539,3,17126,1,0,188000,18,0.45,4.99,Salaried
45,67846,691,3,31869,1,0,475000,30,0.47,7.0,Salaried
51,29800,601,0,0,0,0,125000,12,0.0,4.19,Gig Worker
56,117722,600,1,16699,1,0,706000,18,0.14,6.0,Entrepreneur
40,84386,782,1,13914,1,0,506000,30,0.16,6.0,Salaried
39,69682,562,0,0,1,0,418000,18,0.0,6.0,Salaried
31,20988,708,2,6894,0,0,97000,36,0.33,4.62,Gig Worker
32,58273,693,3,27011,1,0,291000,18,0.46,4.99,Salaried
39,65055,707,1,9172,1,0,520000,36,0.14,7.99,Self-Employed
46,173923,810,2,54058,1,0,1044000,36,0.31,6.0,Government
52,146923,633,0,0,1,0,1028000,36,0.0,7.0,Government
32,56996,810,3,23454,1,0,456000,36,0.41,8.0,Salaried
59,103800,559,2,28217,1,1,519000,12,0.27,5.0,Entrepreneur
38,27370,752,1,3907,0,0,77000,18,0.14,2.81,Gig Worker
41,68744,818,3,30704,1,0,550000,12,0.45,8.0,Salaried
33,45898,375,1,7392,1,1,215000,12,0.16,4.68,Self-Employed
25,21874,697,2,6860,1,0,153000,12,0.31,6.99,Salaried
52,105848,690,2,33296,1,0,741000,36,0.31,7.0,Self-Employed
50,29505,705,1,4360,0,0,83000,36,0.15,2.81,Gig Worker
38,67886,836,3,29607,1,0,543000,18,0.44,8.0,Entrepreneur
42,78969,638,0,0,1,0,474000,30,0.0,6.0,Salaried
48,108845,605,2,31811,1,0,653000,18,0.29,6.0,Salaried
25,23293,706,2,7669,1,0,186000,18,0.33,7.99,Salaried
35,54235,789,3,22161,1,0,434000,36,0.41,8.0,Salaried
51,112750,744,1,18154,1,1,902000,12,0.16,8.0,Self-Employed
26,30879,702,2,9409,1,1,185000,18,0.3,5.99,Self-Employed
45,27480,681,1,4071,0,0,94000,18,0.15,3.42,Gig Worker
25,12436,539,1,1949,0,1,65000,30,0.16,5.23,Gig Worker
47,116953,746,2,34992,1,0,819000,36,0.3,7.0,Entrepreneur
41,66560,756,3,32189,1,0,466000,12,0.48,7.0,Salaried
25,23352,644,1,3784,1,0,140000,24,0.16,6.0,Salaried
55,162948,662,1,24060,1,0,1141000,24,0.15,7.0,Government
33,48438,616,5,24219,1,0,242000,24,0.5,5.0,Entrepreneur
32,59676,769,2,18233,1,0,358000,18,0.31,6.0,Salaried
44,27604,670,2,8964,0,0,96000,18,0.32,3.48,Gig Worker
55,156453,688,1,22110,1,0,782000,24,0.14,5.0,Salaried
29,38739,750,2,11908,1,0,271000,30,0.31,7.0,Self-Employed
42,67548,726,2,20798,1,0,473000,30,0.31,7.0,Entrepreneur
47,179343,745,1,28156,1,1,1076000,30,0.16,6.0,Salaried
50,102058,713,3,42542,1,0,714000,36,0.42,7.0,Entrepreneur
44,27637,715,1,4324,0,0,131000,36,0.16,4.74,Gig Worker
37,76390,715,3,37188,1,0,535000,30,0.49,7.0,Salaried
32,19050,736,1,2674,0,0,109000,18,0.14,5.72,Gig Worker
43,68076,740,2,19351,1,0,477000,36,0.28,7.01,Entrepreneur
29,34872,602,0,0,1,0,174000,12,0.0,4.99,Salaried
25,31165,652,2,10231,1,1,187000,18,0.33,6.0,Salaried
47,102174,683,4,51087,1,1,715000,30,0.5,7.0,Self-Employed
52,117698,736,0,0,1,0,706000,36,0.0,6.0,Salaried
25,22945,827,1,3686,1,0,138000,18,0.16,6.01,Salaried
29,12142,634,3,5455,0,1,77000,30,0.45,6.34,Gig Worker
49,177126,770,1,25226,1,0,1063000,30,0.14,6.0,Salaried
66,95985,654,4,47992,1,0,384000,30,0.5,4.0,Entrepreneur
42,27238,809,0,0,0,0,96000,30,0.0,3.52,Gig Worker
33,51154,852,2,15178,1,0,358000,36,0.3,7.0,Salaried
39,74731,560,2,22486,1,1,523000,18,0.3,7.0,Salaried
58,21092,673,1,3075,0,1,90000,12,0.15,4.27,Gig Worker
34,19750,511,1,3018,0,0,71000,18,0.15,3.59,Gig Worker
32,48802,564,4,24401,1,0,244000,24,0.5,5.0,Salaried
36,66901,569,3,29450,1,1,468000,36,0.44,7.0,Entrepreneur
30,11057,749,4,5528,0,1,72000,36,0.5,6.51,Gig Worker
43,67197,734,1,9592,1,0,470000,24,0.14,6.99,Salaried
61,98842,764,3,45873,1,0,593000,24,0.46,6.0,Self-Employed
45,65439,748,2,18945,1,0,458000,36,0.29,7.0,Entrepreneur
38,68900,738,1,10900,1,0,482000,36,0.16,7.0,Self-Employed
38,66362,708,2,18439,1,1,531000,18,0.28,8.0,Self-Employed
25,21292,689,0,0,1,0,106000,30,0.0,4.98,Self-Employed
52,107494,781,2,35278,1,0,645000,12,0.33,6.0,Salaried
41,26532,700,3,11829,0,1,127000,30,0.45,4.79,Gig Worker
39,81835,742,2,23254,1,0,573000,30,0.28,7.0,Salaried
70,72459,513,3,29825,1,0,217000,30,0.41,2.99,Entrepreneur
45,67629,605,0,0,1,1,338000,30,0.0,5.0,Self-Employed
32,50793,778,3,21347,1,0,305000,36,0.42,6.0,Salaried
36,68284,646,2,20566,1,1,478000,24,0.3,7.0,Self-Employed
55,179862,588,2,52200,1,0,1259000,30,0.29,7.0,Government
43,27809,751,3,13337,0,0,130000,12,0.48,4.67,Gig Worker
25,10985,700,1,1625,0,1,53000,12,0.15,4.82,Gig Worker
53,105302,667,5,52651,1,0,737000,30,0.5,7.0,Salaried
33,47142,820,0,0,1,0,283000,24,0.0,6.0,Salaried
64,70081,806,2,21517,1,0,420000,12,0.31,5.99,Self-Employed
54,141775,684,2,44291,1,0,709000,36,0.31,5.0,Entrepreneur
36,26708,757,1,3739,0,0,62000,12,0.14,2.32,Gig Worker
57,137172,520,1,19208,1,0,823000,18,0.14,6.0,Government
42,80137,787,1,10907,1,0,641000,12,0.14,8.0,Entrepreneur
52,167142,613,3,78770,1,0,836000,24,0.47,5.0,Government
47,113205,583,0,0,1,0,679000,12,0.0,6.0,Salaried
31,54793,557,5,27396,1,0,329000,36,0.5,6.0,Salaried
34,23722,550,0,0,0,0,92000,12,0.0,3.88,Gig Worker
54,148387,786,2,44290,1,0,1039000,12,0.3,7.0,Salaried
37,69548,750,1,11150,1,0,487000,18,0.16,7.0,Salaried
37,69842,638,0,0,1,0,419000,36,0.0,6.0,Salaried
30,36016,768,3,17198,1,0,288000,30,0.48,8.0,Self-Employed
47,101522,652,1,15488,1,0,609000,24,0.15,6.0,Government
66,10870,725,1,1751,0,1,88000,36,0.16,8.1,Retired
29,35714,661,2,10084,1,0,250000,18,0.28,7.0,Salaried
42,67717,690,2,18738,1,0,474000,18,0.28,7.0,Entrepreneur
58,102671,627,1,14691,1,0,513000,30,0.14,5.0,Government
41,69660,639,2,19047,1,0,488000,18,0.27,7.01,Salaried
47,116761,743,3,52870,1,0,934000,36,0.45,8.0,Government
29,34348,756,0,0,1,0,275000,24,0.0,8.01,Salaried
47,115425,666,2,37651,1,0,693000,18,0.33,6.0,Salaried
39,83449,577,2,22728,1,0,417000,18,0.27,5.0,Government
53,172390,897,1,23904,1,0,1034000,12,0.14,6.0,Government
56,104063,702,1,15460,1,0,624000,18,0.15,6.0,Salaried
70,71937,724,1,11727,1,0,360000,24,0.16,5.0,Self-Employed
48,100076,599,2,28919,1,1,600000,18,0.29,6.0,Entrepreneur
45,69477,797,3,31310,1,0,486000,18,0.45,7.0,Salaried
44,84410,809,0,0,1,0,591000,18,0.0,7.0,Self-Employed
37,27731,563,2,7557,0,0,95000,24,0.27,3.43,Gig Worker
46,110981,691,4,55490,1,0,666000,12,0.5,6.0,Salaried
38,67282,685,0,0,1,0,336000,36,0.0,4.99,Salaried
44,66339,891,2,21839,1,0,464000,18,0.33,6.99,Salaried
57,112060,815,3,55118,1,0,896000,24,0.49,8.0,Self-Employed
29,35861,583,2,9693,1,0,179000,24,0.27,4.99,Salaried
55,111875,641,5,55938,1,0,559000,24,0.5,5.0,Government
57,106895,628,1,16480,1,0,641000,36,0.15,6.0,Government
40,66727,729,4,33364,1,0,400000,36,0.5,5.99,Self-Employed
25,13026,825,5,6513,0,0,62000,24,0.5,4.76,Gig Worker
34,49718,708,4,24859,1,0,348000,36,0.5,7.0,Entrepreneur
57,123967,740,2,37107,1,1,992000,24,0.3,8.0,Salaried
41,26601,646,2,8247,0,0,104000,30,0.31,3.91,Gig Worker
30,39190,739,1,5455,1,0,314000,30,0.14,8.01,Salaried
35,23156,662,0,0,0,0,87000,30,0.0,3.76,Gig Worker
52,153113,568,3,62424,1,1,766000,30,0.41,5.0,Entrepreneur
48,157869,734,2,45541,1,0,1263000,30,0.29,8.0,Salaried
39,79885,699,2,24947,1,0,479000,24,0.31,6.0,Self-Employed
37,68254,612,2,19255,1,0,410000,30,0.28,6.01,Self-Employed
37,68336,831,2,21212,1,0,410000,36,0.31,6.0,Self-Employed
30,34151,638,0,0,1,0,205000,30,0.0,6.0,Salaried
61,72235,748,0,0,1,0,361000,18,0.0,5.0,Entrepreneur
38,69028,670,1,11327,1,0,345000,18,0.16,5.0,Salaried
56,21719,823,1,2993,0,0,80000,24,0.14,3.68,Gig Worker
60,70920,680,5,35460,1,0,284000,12,0.5,4.0,Self-Employed
53,113770,566,0,0,1,0,683000,30,0.0,6.0,Entrepreneur
36,67989,764,3,30251,1,0,544000,30,0.44,8.0,Salaried
46,113114,823,2,36433,1,0,792000,24,0.32,7.0,Entrepreneur
41,27970,665,2,7849,0,1,83000,18,0.28,2.97,Gig Worker
31,48917,754,0,0,1,0,391000,36,0.0,7.99,Salaried
45,73793,710,2,22991,1,0,590000,36,0.31,8.0,Self-Employed
27,25146,669,3,12081,1,0,176000,12,0.48,7.0,Salaried
56,106471,767,2,34782,1,0,745000,18,0.33,7.0,Entrepreneur
36,78016,635,1,12131,1,0,390000,36,0.16,5.0,Salaried
44,67697,702,2,20298,1,0,406000,12,0.3,6.0,Self-Employed
45,65399,720,5,32700,1,0,392000,24,0.5,5.99,Salaried
38,74652,717,0,0,1,0,597000,30,0.0,8.0,Salaried
49,28583,637,5,14292,0,1,124000,24,0.5,4.34,Gig Worker
36,68759,864,4,34380,1,0,413000,12,0.5,6.01,Salaried
52,114368,800,1,15544,1,0,915000,12,0.14,8.0,Salaried
25,15190,779,0,0,0,0,56000,12,0.0,3.69,Gig Worker
43,26117,814,2,8510,0,0,96000,30,0.33,3.68,Gig Worker
65,73811,705,1,11491,1,0,369000,12,0.16,5.0,Self-Employed
29,36703,670,0,0,1,0,257000,18,0.0,7.0,Self-Employed
33,53680,612,1,8336,1,0,322000,12,0.16,6.0,Salaried
48,140080,643,5,70040,1,0,981000,12,0.5,7.0,Self-Employed
44,68051,618,1,10532,1,0,340000,36,0.15,5.0,Salaried
46,154176,657,1,22635,1,0,925000,24,0.15,6.0,Salaried
47,109357,722,3,50699,1,0,765000,12,0.46,7.0,Entrepreneur
49,172779,773,3,71633,1,0,1209000,36,0.41,7.0,Salaried
55,110957,770,0,0,1,0,777000,24,0.0,7.0,Government
46,112808,606,1,17455,1,0,564000,18,0.15,5.0,Entrepreneur
39,68399,755,0,0,1,0,410000,18,0.0,5.99,Entrepreneur
50,173906,791,0,0,1,0,1043000,30,0.0,6.0,Salaried
64,70334,679,3,34812,1,0,281000,24,0.49,4.0,Self-Employed
40,82622,795,3,33820,1,0,661000,30,0.41,8.0,Government
30,36707,770,1,6032,1,0,294000,30,0.16,8.01,Self-Employed
55,115104,598,1,16944,1,0,806000,24,0.15,7.0,Entrepreneur
40,27065,875,3,13082,0,0,109000,36,0.48,4.03,Gig Worker
25,30034,642,3,14279,1,1,180000,30,0.48,5.99,Self-Employed
52,148714,776,2,45212,1,0,892000,18,0.3,6.0,Government
35,48750,773,3,22984,1,0,292000,30,0.47,5.99,Entrepreneur
40,71593,602,1,11552,1,1,358000,30,0.16,5.0,Salaried
45,67716,714,2,19925,1,0,542000,30,0.29,8.0,Salaried
44,65952,772,4,32976,1,0,396000,12,0.5,6.0,Entrepreneur
50,155627,601,0,0,1,1,778000,30,0.0,5.0,Government
36,26146,707,2,8107,0,0,83000,36,0.31,3.17,Gig Worker
48,170546,779,2,54314,1,0,1194000,30,0.32,7.0,Entrepreneur
38,79026,784,4,39513,1,0,474000,30,0.5,6.0,Self-Employed
50,147093,668,2,46756,1,0,883000,24,0.32,6.0,Salaried
49,29829,823,4,14914,0,0,122000,12,0.5,4.09,Gig Worker
30,36606,804,2,11680,1,0,256000,12,0.32,6.99,Salaried
55,156616,719,1,21708,1,0,940000,24,0.14,6.0,Entrepreneur
35,56486,647,1,8548,1,0,339000,24,0.15,6.0,Salaried
51,142240,606,0,0,1,1,996000,30,0.0,7.0,Salaried
46,170991,730,1,23113,1,0,1368000,30,0.14,8.0,Salaried
64,73277,817,4,36638,1,0,366000,24,0.5,4.99,Entrepreneur
39,67137,688,2,19603,1,0,470000,36,0.29,7.0,Salaried
37,77200,631,0,0,1,0,463000,24,0.0,6.0,Self-Employed
41,75943,765,2,22310,1,0,456000,24,0.29,6.0,Salaried
38,26542,713,3,12411,0,0,60000,36,0.47,2.26,Gig Worker
51,157360,741,2,46156,1,0,1102000,30,0.29,7.0,Entrepreneur
25,24602,657,1,3652,1,0,123000,30,0.15,5.0,Salaried
29,37267,670,3,15890,1,0,186000,30,0.43,4.99,Salaried
29,35004,657,3,15352,1,1,245000,30,0.44,7.0,Self-Employed
53,151082,739,3,64278,1,0,906000,24,0.43,6.0,Government
62,74570,672,1,10231,1,0,298000,12,0.14,4.0,Entrepreneur
40,80628,747,2,24689,1,0,645000,24,0.31,8.0,Salaried
39,79271,650,1,12291,1,0,476000,36,0.16,6.0,Entrepreneur
42,67801,739,0,0,1,0,407000,12,0.0,6.0,Entrepreneur
55,164380,756,0,0,1,0,1315000,12,0.0,8.0,Salaried
30,37921,726,3,17472,1,0,265000,12,0.46,6.99,Salaried
44,83475,773,4,41738,1,0,668000,12,0.5,8.0,Government
53,118282,661,4,59141,1,1,828000,30,0.5,7.0,Entrepreneur
48,115491,755,2,37165,1,0,808000,36,0.32,7.0,Entrepreneur
44,78077,718,1,11756,1,0,625000,36,0.15,8.0,Entrepreneur
54,161340,635,2,48200,1,0,1129000,30,0.3,7.0,Salaried
25,33530,547,2,9105,1,1,168000,12,0.27,5.01,Salaried
50,160186,564,0,0,1,1,1121000,12,0.0,7.0,Entrepreneur
34,45726,523,3,19923,1,1,274000,24,0.44,5.99,Salaried
25,33125,734,1,4850,1,0,265000,36,0.15,8.0,Salaried
48,168214,674,1,24722,1,1,1177000,36,0.15,7.0,Entrepreneur
58,118472,706,1,18056,1,0,948000,18,0.15,8.0,Government
40,67336,685,2,20337,1,0,471000,30,0.3,6.99,Salaried
53,140225,746,2,42975,1,0,1122000,30,0.31,8.0,Government
61,70171,748,2,22167,1,0,421000,24,0.32,6.0,Self-Employed
57,107601,703,2,34301,1,0,646000,24,0.32,6.0,Entrepreneur
61,89375,708,1,13991,1,0,447000,12,0.16,5.0,Self-Employed
50,112656,711,3,55314,1,0,676000,24,0.49,6.0,Government
42,69569,811,2,18860,1,0,487000,18,0.27,7.0,Self-Employed
25,32051,539,0,0,1,0,160000,30,0.0,4.99,Salaried
39,68872,646,0,0,1,0,482000,18,0.0,7.0,Salaried
31,16561,769,3,6999,0,0,84000,18,0.42,5.07,Gig Worker
68,73533,788,1,9944,1,0,368000,18,0.14,5.0,Entrepreneur
39,65222,734,2,20144,1,0,457000,12,0.31,7.01,Self-Employed
43,65172,685,2,21108,1,0,326000,18,0.32,5.0,Salaried
48,114184,848,1,16249,1,0,799000,30,0.14,7.0,Salaried
42,27624,714,3,13492,0,1,126000,12,0.49,4.56,Gig Worker
62,80808,702,1,11055,1,0,404000,12,0.14,5.0,Entrepreneur
34,62063,806,2,20237,1,0,497000,30,0.33,8.01,Salaried
44,73873,738,5,36936,1,0,591000,12,0.5,8.0,Salaried
33,49983,775,3,20699,1,0,350000,12,0.41,7.0,Salaried
26,15872,784,4,7936,0,0,60000,30,0.5,3.78,Gig Worker
34,53418,670,4,26709,1,0,321000,24,0.5,6.01,Salaried
41,67336,841,1,9666,1,0,471000,24,0.14,6.99,Salaried
36,67652,503,0,0,1,0,406000,30,0.0,6.0,Salaried
33,18663,541,2,5383,0,1,81000,36,0.29,4.34,Gig Worker
25,33762,645,2,10742,1,1,236000,36,0.32,6.99,Self-Employed
41,66205,666,0,0,1,0,463000,24,0.0,6.99,Salaried
25,33837,729,3,15346,1,0,203000,18,0.45,6.0,Self-Employed
51,28556,644,2,8244,0,1,84000,12,0.29,2.94,Gig Worker
42,69939,699,2,21445,1,0,490000,24,0.31,7.01,Salaried
25,33624,683,2,10523,1,0,168000,36,0.31,5.0,Salaried
38,26923,860,2,7710,0,0,92000,36,0.29,3.42,Gig Worker
32,47004,635,1,6929,1,0,235000,18,0.15,5.0,Entrepreneur
45,65507,565,2,18166,1,1,393000,18,0.28,6.0,Salaried
58,109344,789,1,15356,1,0,765000,30,0.14,7.0,Self-Employed
25,12630,642,1,1963,0,1,61000,12,0.16,4.83,Gig Worker
43,68978,692,0,0,1,0,483000,30,0.0,7.0,Salaried
40,65537,648,5,32768,1,0,328000,30,0.5,5.0,Salaried
50,112075,758,2,33792,1,0,785000,18,0.3,7.0,Entrepreneur
44,68396,590,4,34198,1,1,479000,12,0.5,7.0,Self-Employed
32,19588,476,1,2707,0,1,98000,12,0.14,5.0,Gig Worker
38,26288,803,2,7993,0,0,82000,18,0.3,3.12,Gig Worker
32,46756,719,3,20016,1,0,281000,36,0.43,6.01,Salaried
54,150515,785,2,49335,1,0,903000,30,0.33,6.0,Salaried
42,67382,800,1,10074,1,0,404000,30,0.15,6.0,Salaried
64,73455,626,4,36728,1,0,367000,24,0.5,5.0,Self-Employed
41,74358,704,1,11266,1,0,521000,18,0.15,7.01,Entrepreneur
33,48596,740,1,6624,1,0,389000,30,0.14,8.0,Entrepreneur
25,31883,691,3,14729,1,0,223000,18,0.46,6.99,Salaried
25,30919,675,1,5057,1,0,186000,24,0.16,6.02,Self-Employed
25,25703,682,2,7868,1,0,180000,30,0.31,7.0,Salaried
45,69732,786,2,22255,1,0,488000,24,0.32,7.0,Self-Employed
48,171048,679,0,0,1,0,1026000,36,0.0,6.0,Government
25,29438,748,4,14719,1,0,177000,36,0.5,6.01,Salaried
52,141791,727,1,20112,1,0,1134000,12,0.14,8.0,Salaried
36,69898,622,1,9881,1,0,489000,18,0.14,7.0,Salaried
43,27660,724,1,4241,0,0,135000,36,0.15,4.88,Gig Worker
61,72402,576,2,21334,1,1,362000,12,0.29,5.0,Self-Employed
52,115395,732,3,55457,1,0,808000,24,0.48,7.0,Salaried
38,76091,771,1,12327,1,0,457000,24,0.16,6.01,Salaried
31,56711,789,1,8257,1,0,340000,30,0.15,6.0,Salaried
25,23705,623,1,3369,1,1,166000,18,0.14,7.0,Self-Employed
33,47269,657,1,7488,1,0,331000,12,0.16,7.0,Salaried
39,69340,722,1,9933,1,0,555000,24,0.14,8.0,Self-Employed
30,36283,661,5,18142,1,0,254000,12,0.5,7.0,Salaried
40,69758,545,1,10304,1,0,349000,36,0.15,5.0,Salaried
42,26260,656,4,13130,0,1,99000,36,0.5,3.77,Gig Worker
39,67497,722,3,27917,1,0,540000,36,0.41,8.0,Entrepreneur
34,57615,785,3,26569,1,0,346000,12,0.46,6.01,Self-Employed
44,69783,835,2,20733,1,0,558000,12,0.3,8.0,Salaried
47,179960,709,1,27462,1,0,1260000,12,0.15,7.0,Entrepreneur
28,29085,745,1,4073,1,0,204000,24,0.14,7.01,Self-Employed
58,104195,776,2,32739,1,0,625000,36,0.31,6.0,Salaried
