age,income,credit_score,existing_loans,existing_loan_emi,employed,default,loan_amount,loan_tenure_months,emi_to_income_ratio,loan_to_income_ratio,employment_type,cibil_risk,dti_risk,age_risk,emp_risk,loan_income_risk,risk_score
33,50725,853,1,7514,1,0,406000,12,0.15,8.0,Salaried,0.07833333333333334,1.0,0.2,0.2,0.6531531531531533,0.43147297297297305
43,26120,715,3,12704,0,1,130000,36,0.49,4.98,Gig Worker,0.30833333333333335,1.0,0.2,0.8,0.31306306306306314,0.5694594594594595
38,84284,860,1,12259,1,0,674000,30,0.15,8.0,Government,0.06666666666666667,0.6866796914136861,0.2,0.1,0.6531531531531533,0.32964289582639456
60,71746,616,3,32376,1,0,287000,18,0.45,4.0,Self-Employed,0.47333333333333333,1.0,0.3,0.5,0.20270270270270271,0.5524054054054055
25,13464,738,2,4268,0,0,40000,30,0.32,2.97,Gig Worker,0.27,0.6933716247441738,0.6,0.8,0.08671171171171173,0.48734966294280024
55,142577,771,4,71288,1,0,855000,12,0.5,6.0,Salaried,0.215,1.0,0.3,0.2,0.42792792792792794,0.4486891891891892
56,100273,684,5,50136,1,0,602000,18,0.5,6.0,Self-Employed,0.36,1.0,0.3,0.5,0.42792792792792794,0.5521891891891892
25,32079,584,1,5161,1,0,160000,24,0.16,4.99,Self-Employed,0.5266666666666666,0.6145072408048188,0.6,0.5,0.31418918918918926,0.5187551885795831
37,83303,678,2,27238,1,0,500000,36,0.33,6.0,Salaried,0.37,0.8228372905515385,0.2,0.2,0.42792792792792794,0.44089851182707385
37,78789,750,0,0,1,0,473000,24,0.0,6.0,Entrepreneur,0.25,0.4169011184584424,0.2,0.4,0.42792792792792794,0.34341446880379983
25,10647,747,2,2969,0,0,61000,36,0.28,5.73,Gig Worker,0.255,0.7300091488125676,0.6,0.8,0.39752252252252257,0.5386306655815203
32,53832,699,0,0,1,1,377000,24,0.0,7.0,Salaried,0.335,0.48633815491818166,0.2,0.2,0.5405405405405406,0.36316561981062656
28,12674,771,2,4127,0,1,77000,12,0.33,6.08,Gig Worker,0.215,1.0,0.6,0.8,0.43693693693693697,0.6000405405405407
63,72368,768,2,21676,1,0,434000,12,0.3,6.0,Self-Employed,0.22,1.0,0.3,0.5,0.42792792792792794,0.5101891891891892
53,116512,658,0,0,1,0,816000,18,0.0,7.0,Government,0.4033333333333333,0.6484787451554823,0.4,0.1,0.5405405405405406,0.4242007673699517
57,109157,578,3,46746,1,0,764000,12,0.43,7.0,Government,0.5366666666666666,1.0,0.3,0.1,0.5405405405405406,0.5420810810810811
50,161589,715,2,48081,1,0,970000,36,0.3,6.0,Salaried,0.30833333333333335,0.7738299476289067,0.4,0.2,0.42792792792792794,0.4301466760964159
28,32727,640,1,5380,1,0,196000,24,0.16,5.99,Self-Employed,0.43333333333333335,0.6898822922289786,0.6,0.5,0.42680180180180183,0.5264908433275148
35,45080,711,3,20256,1,0,270000,18,0.45,5.99,Salaried,0.315,1.0,0.2,0.2,0.42680180180180183,0.4685202702702703
47,106705,807,0,0,1,0,747000,36,0.0,7.0,Salaried,0.155,0.3241022757446543,0.4,0.2,0.5405405405405406,0.28860665001724467
27,23048,734,4,11524,1,1,184000,24,0.5,7.98,Self-Employed,0.27666666666666667,1.0,0.6,0.5,0.650900900900901,0.5906351351351351
50,29147,803,1,4489,0,0,135000,24,0.15,4.63,Gig Worker,0.16166666666666665,0.5783328187006096,0.4,0.8,0.27364864864864863,0.43413050197244973
39,65255,619,0,0,1,0,457000,30,0.0,7.0,Salaried,0.4683333333333333,0.38907193148247476,0.2,0.2,0.5405405405405406,0.3788490639516998
37,65452,786,5,32726,1,0,393000,18,0.5,6.0,Entrepreneur,0.19,1.0,0.2,0.4,0.42792792792792794,0.47118918918918923
50,148836,834,5,74418,1,0,1042000,12,0.5,7.0,Entrepreneur,0.11,1.0,0.4,0.4,0.5405405405405406,0.48408108108108117
47,152701,705,2,42410,1,0,1222000,36,0.28,8.0,Salaried,0.325,0.8333763852719197,0.4,0.2,0.6531531531531533,0.4838170692909529
37,27048,885,1,3755,0,0,83000,36,0.14,3.07,Gig Worker,0.025,0.3734444663533691,0.2,0.8,0.09797297297297294,0.29555706253428826
55,110442,631,1,15413,1,0,773000,18,0.14,7.0,Salaried,0.4483333333333333,0.8806650314862771,0.3,0.2,0.5405405405405406,0.5057473389526503
29,38320,648,0,0,1,0,192000,12,0.0,5.01,Self-Employed,0.42,0.6958942240779402,0.6,0.5,0.31644144144144143,0.5074397722357014
49,146697,751,2,40830,1,0,1027000,30,0.28,7.0,Salaried,0.24833333333333332,0.8528160463782871,0.4,0.2,0.5405405405405406,0.4487850926756529
49,164007,704,2,50588,1,0,984000,30,0.31,6.0,Entrepreneur,0.32666666666666666,0.8474028547561995,0.4,0.4,0.42792792792792794,0.49403990287823907
38,76168,640,1,10698,1,0,381000,36,0.14,5.0,Salaried,0.43333333333333335,0.4656665382954639,0.2,0.2,0.3153153153153153,0.3537139318711633
45,65760,749,1,9560,1,0,395000,30,0.15,6.01,Self-Employed,0.25166666666666665,0.576000270343336,0.4,0.5,0.42905405405405406,0.42385817569394213
26,34948,728,2,11316,1,0,280000,24,0.32,8.01,Salaried,0.2866666666666667,1.0,0.6,0.2,0.6542792792792793,0.5341418918918919
53,118917,653,2,35489,1,0,595000,30,0.3,5.0,Government,0.4116666666666667,0.775363395384082,0.4,0.1,0.3153153153153153,0.42463814614331785
39,70943,715,0,0,1,0,497000,30,0.0,7.01,Salaried,0.30833333333333335,0.3892013463077557,0.2,0.2,0.5416666666666666,0.33105033657693894
35,46411,760,0,0,1,0,278000,18,0.0,5.99,Self-Employed,0.23333333333333334,0.5546258589718115,0.2,0.5,0.42680180180180183,0.3926767350132231
54,143182,651,1,22197,1,0,716000,18,0.16,5.0,Salaried,0.415,0.721398613626687,0.4,0.2,0.3153153153153153,0.43214695070396913
33,51521,741,1,7222,1,0,412000,30,0.14,8.0,Salaried,0.265,0.6778897062470752,0.2,0.2,0.6531531531531533,0.40694539953474185
25,28942,630,1,4074,1,0,174000,24,0.14,6.01,Salaried,0.45,0.6521088153318131,0.6,0.2,0.42905405405405406,0.4623853119410614
25,30965,646,1,4218,1,0,217000,30,0.14,7.01,Salaried,0.42333333333333334,0.6163589715987584,0.6,0.2,0.5416666666666666,0.46233974289968954
49,111806,788,2,31321,1,1,894000,18,0.28,8.0,Government,0.18666666666666668,1.0,0.4,0.1,0.6531531531531533,0.463972972972973
26,21487,749,4,10744,1,0,172000,30,0.5,8.0,Salaried,0.25166666666666665,1.0,0.6,0.2,0.6531531531531533,0.523472972972973
63,93906,549,1,13176,1,0,376000,30,0.14,4.0,Entrepreneur,0.585,0.45629553903785586,0.3,0.4,0.20270270270270271,0.42997929016486935
25,20705,670,2,5701,1,0,104000,24,0.28,5.02,Salaried,0.38333333333333336,0.8077222356381979,0.6,0.2,0.31756756756756754,0.46456569404468456
62,74897,739,4,37448,1,0,449000,36,0.5,5.99,Self-Employed,0.2683333333333333,1.0,0.3,0.5,0.42680180180180183,0.5245202702702703
44,66842,711,1,9948,1,0,535000,24,0.15,8.0,Salaried,0.315,0.8038774689233982,0.2,0.2,0.6531531531531533,0.45344234020382257
40,69212,749,3,29316,1,0,484000,30,0.42,6.99,Self-Employed,0.25166666666666665,1.0,0.2,0.5,0.5394144144144145,0.5264121621621622
35,58470,709,0,0,1,0,409000,12,0.0,7.0,Salaried,0.31833333333333336,0.9715333599376699,0.2,0.2,0.5405405405405406,0.4794644210654986
46,179547,689,1,26201,1,0,898000,18,0.15,5.0,Salaried,0.3516666666666667,0.7063135640332697,0.4,0.2,0.3153153153153153,0.40937568830561477
41,68000,686,3,30621,1,0,408000,30,0.45,6.0,Salaried,0.3566666666666667,1.0,0.2,0.2,0.42792792792792794,0.4811891891891892
55,165647,787,0,0,1,0,1325000,36,0.0,8.0,Salaried,0.18833333333333332,0.3703211805380876,0.3,0.2,0.6531531531531533,0.3170532681074949
43,74929,755,1,11667,1,0,525000,30,0.16,7.01,Salaried,0.24166666666666667,0.6487697242278245,0.2,0.2,0.5416666666666666,0.37594243105695613
43,71192,732,5,35596,1,0,427000,24,0.5,6.0,Salaried,0.28,1.0,0.2,0.2,0.42792792792792794,0.45818918918918927
37,66049,707,2,21001,1,0,396000,30,0.32,6.0,Self-Employed,0.32166666666666666,0.8630208885322515,0.2,0.5,0.42792792792792794,0.49644441132225203
41,65157,656,1,10024,1,0,391000,36,0.15,6.0,Salaried,0.4066666666666667,0.5342253099209374,0.2,0.2,0.42792792792792794,0.3797455166694236
45,26622,675,3,10978,0,1,109000,24,0.41,4.09,Gig Worker,0.375,0.9716066077346224,0.4,0.8,0.21283783783783783,0.5873273276093314
25,33062,785,2,10660,1,0,264000,30,0.32,7.98,Salaried,0.19166666666666668,0.9809852196882626,0.6,0.2,0.650900900900901,0.5003814400572009
25,25496,777,3,12439,1,0,204000,24,0.49,8.0,Salaried,0.205,1.0,0.6,0.2,0.6531531531531533,0.509472972972973
50,108514,648,4,54257,1,0,543000,18,0.5,5.0,Entrepreneur,0.42,1.0,0.4,0.4,0.3153153153153153,0.5432972972972974
44,27183,707,1,3895,0,0,137000,24,0.14,5.04,Gig Worker,0.32166666666666666,0.5888075472006605,0.2,0.8,0.31981981981981983,0.47167485977313817
39,26184,739,2,8336,0,0,93000,30,0.32,3.55,Gig Worker,0.2683333333333333,0.7279254506568897,0.2,0.8,0.152027027027027,0.4652854167182765
42,27850,734,1,4385,0,0,107000,18,0.16,3.84,Gig Worker,0.27666666666666667,0.6181594520912296,0.2,0.8,0.18468468468468466,0.44524256572551013
46,28159,734,1,3957,0,0,101000,18,0.14,3.59,Gig Worker,0.27666666666666667,0.5663145655688006,0.4,0.8,0.15653153153153151,0.4480583711219299
35,45871,611,1,6481,1,0,321000,30,0.14,7.0,Entrepreneur,0.4816666666666667,0.6242506158575135,0.2,0.4,0.5405405405405406,0.4816437350454595
32,60631,606,3,26577,1,0,424000,24,0.44,6.99,Salaried,0.49,1.0,0.2,0.2,0.5394144144144145,0.5379121621621622
44,69282,793,5,34641,1,0,554000,36,0.5,8.0,Salaried,0.17833333333333334,1.0,0.2,0.2,0.6531531531531533,0.46147297297297296
30,35217,820,2,10815,1,0,247000,12,0.31,7.01,Salaried,0.13333333333333333,1.0,0.2,0.2,0.5416666666666666,0.43125
46,169064,581,3,74084,1,0,1014000,12,0.44,6.0,Salaried,0.5316666666666666,1.0,0.4,0.2,0.42792792792792794,0.5536891891891892
25,20620,697,1,3070,1,0,144000,24,0.15,6.98,Salaried,0.3383333333333333,0.7331070158422244,0.6,0.2,0.5382882882882883,0.4655199972037994
54,112453,765,2,35406,1,0,900000,36,0.31,8.0,Salaried,0.225,0.89527773084459,0.4,0.2,0.6531531531531533,0.46929240568412045
47,166770,523,2,45395,1,1,1001000,18,0.27,6.0,Salaried,0.6283333333333333,1.0,0.4,0.2,0.42792792792792794,0.5826891891891892
45,83587,614,4,41794,1,0,418000,12,0.5,5.0,Government,0.4766666666666667,1.0,0.4,0.1,0.3153153153153153,0.5002972972972973
53,144142,692,5,72071,1,0,1009000,24,0.5,7.0,Salaried,0.3466666666666667,1.0,0.4,0.2,0.5405405405405406,0.5150810810810811
61,9773,652,2,3164,0,1,70000,12,0.32,7.16,Retired,0.41333333333333333,1.0,0.7,0.6,0.5585585585585586,0.6477837837837838
54,164461,716,4,82230,1,0,987000,18,0.5,6.0,Self-Employed,0.30666666666666664,1.0,0.4,0.5,0.42792792792792794,0.5461891891891892
25,23717,817,2,7161,1,0,142000,30,0.3,5.99,Salaried,0.13833333333333334,0.8358514520761011,0.6,0.2,0.42680180180180183,0.4144831332892956
26,27479,631,0,0,1,0,137000,30,0.0,4.99,Salaried,0.4483333333333333,0.2769791881477169,0.6,0.2,0.31418918918918926,0.35087317541530766
34,15385,704,1,2126,0,1,84000,12,0.14,5.46,Gig Worker,0.32666666666666666,0.9886252843678908,0.2,0.8,0.36711711711711714,0.5802238886595403
42,69484,672,4,34742,1,0,417000,36,0.5,6.0,Salaried,0.38,1.0,0.2,0.2,0.42792792792792794,0.4881891891891892
48,116709,710,2,35241,1,0,934000,36,0.3,8.0,Self-Employed,0.31666666666666665,0.8737607274566721,0.4,0.5,0.6531531531531533,0.551413154837141
33,54542,700,2,15520,1,0,382000,24,0.28,7.0,Salaried,0.3333333333333333,0.960625654439596,0.2,0.2,0.5405405405405406,0.4812374946909801
44,79083,900,3,33945,1,0,554000,24,0.43,7.01,Entrepreneur,0.0,1.0,0.2,0.4,0.5416666666666666,0.43125
32,52053,819,5,26026,1,0,312000,18,0.5,5.99,Salaried,0.135,1.0,0.2,0.2,0.42680180180180183,0.4145202702702703
34,53586,573,1,7266,1,0,322000,24,0.14,6.01,Salaried,0.545,0.6432857670121134,0.2,0.2,0.42905405405405406,0.44867954986113645
25,27152,627,0,0,1,0,190000,30,0.0,7.0,Salaried,0.455,0.38875793884633014,0.6,0.2,0.5405405405405406,0.41477056579266364
30,34905,637,0,0,1,0,209000,12,0.0,5.99,Salaried,0.43833333333333335,0.8316223400022283,0.2,0.2,0.42680180180180183,0.46342585527082736
25,27553,601,2,7972,1,0,138000,18,0.29,5.01,Salaried,0.49833333333333335,0.9459748283106902,0.6,0.2,0.31644144144144143,0.5334599232938888
30,11328,590,1,1601,0,1,100000,18,0.14,8.83,Gig Worker,0.5166666666666667,1.0,0.2,0.8,0.7466216216216217,0.6969932432432433
54,141221,685,4,70610,1,1,847000,36,0.5,6.0,Self-Employed,0.35833333333333334,1.0,0.4,0.5,0.42792792792792794,0.5616891891891892
30,33651,640,1,4664,1,0,236000,12,0.14,7.01,Salaried,0.43333333333333335,1.0,0.2,0.2,0.5416666666666666,0.52125
70,74397,628,0,0,1,0,298000,12,0.0,4.01,Self-Employed,0.4533333333333333,0.5563247024596273,0.3,0.5,0.2038288288288288,0.43565549993923114
47,101133,861,2,32710,1,0,708000,30,0.32,7.0,Government,0.065,0.9279859195317058,0.4,0.1,0.5405405405405406,0.39257756096400753
44,65076,646,2,19888,1,0,390000,36,0.31,5.99,Salaried,0.42333333333333334,0.7868065373136368,0.2,0.2,0.42680180180180183,0.44772190459867955
31,53072,664,0,0,1,0,372000,24,0.0,7.01,Self-Employed,0.3933333333333333,0.4867601246105919,0.2,0.5,0.5416666666666666,0.440940031152648
50,29010,759,5,14505,0,0,87000,24,0.5,3.0,Gig Worker,0.235,1.0,0.4,0.8,0.09009009009009009,0.5340135135135136
35,49992,664,5,24996,1,0,300000,12,0.5,6.0,Salaried,0.3933333333333333,1.0,0.2,0.2,0.42792792792792794,0.4921891891891892
43,26052,606,1,3907,0,0,97000,18,0.15,3.72,Gig Worker,0.49,0.5947009115671791,0.2,0.8,0.1711711711711712,0.5013509035674705
70,92166,679,3,38048,1,0,369000,18,0.41,4.0,Self-Employed,0.36833333333333335,1.0,0.3,0.5,0.20270270270270271,0.5209054054054054
40,27947,860,3,12669,0,0,97000,18,0.45,3.47,Gig Worker,0.06666666666666667,1.0,0.2,0.8,0.14301801801801803,0.4714527027027028
55,117781,661,2,35948,1,0,589000,12,0.31,5.0,Government,0.3983333333333333,1.0,0.3,0.1,0.3153153153153153,0.46679729729729735
33,49787,627,3,23504,1,0,249000,12,0.47,5.0,Salaried,0.455,1.0,0.2,0.2,0.3153153153153153,0.4937972972972974
41,77910,733,1,11527,1,0,545000,36,0.15,7.0,Entrepreneur,0.2783333333333333,0.570442153101632,0.2,0.4,0.5405405405405406,0.4071916193564891
63,73113,675,1,10150,1,0,366000,36,0.14,5.01,Entrepreneur,0.375,0.46313393119022755,0.3,0.4,0.31644144144144143,0.3857496990137731
34,60331,900,1,8658,1,0,422000,36,0.14,6.99,Self-Employed,0.0,0.5630113380689371,0.2,0.5,0.5394144144144145,0.3416649966793964
63,87841,637,4,43920,1,0,439000,12,0.5,5.0,Entrepreneur,0.43833333333333335,1.0,0.3,0.4,0.3153153153153153,0.5387972972972974
50,158631,838,1,24489,1,0,1110000,18,0.15,7.0,Entrepreneur,0.10333333333333333,0.905199978426523,0.4,0.4,0.5405405405405406,0.4583810756877119
35,47125,793,0,0,1,0,330000,18,0.0,7.0,Salaried,0.17833333333333334,0.6483937518420277,0.2,0.2,0.5405405405405406,0.356679519041588
49,110116,669,0,0,1,0,771000,18,0.0,7.0,Government,0.385,0.648306230601265,0.4,0.1,0.5405405405405406,0.4186576387313974
53,29739,699,2,9048,0,0,90000,18,0.3,3.03,Gig Worker,0.335,0.787293901386507,0.4,0.8,0.09346846846846844,0.511343745616897
49,157870,617,2,45998,1,0,947000,12,0.29,6.0,Government,0.4716666666666667,1.0,0.4,0.1,0.42792792792792794,0.5156891891891892
25,20486,656,1,3372,1,0,123000,24,0.16,6.0,Salaried,0.4066666666666667,0.6912851052751472,0.6,0.2,0.42792792792792794,0.45901046550797603
33,49853,668,1,7636,1,0,349000,12,0.15,7.0,Entrepreneur,0.38666666666666666,1.0,0.2,0.4,0.5405405405405406,0.5470810810810811
39,26167,712,2,7438,0,0,97000,36,0.28,3.71,Gig Worker,0.31333333333333335,0.6453704057556239,0.2,0.8,0.17004504504504503,0.46084935819566275
41,71555,586,1,9878,1,0,429000,36,0.14,6.0,Entrepreneur,0.5233333333333333,0.5076436928858143,0.2,0.4,0.42792792792792794,0.44810011241064285
49,153526,724,1,21430,1,0,921000,30,0.14,6.0,Salaried,0.29333333333333333,0.5659193448232439,0.4,0.2,0.42792792792792794,0.37366902539500024
44,70456,688,1,10031,1,0,493000,12,0.14,7.0,Self-Employed,0.35333333333333333,1.0,0.2,0.5,0.5405405405405406,0.5570810810810811
25,31856,731,2,8908,1,0,255000,30,0.28,8.0,Salaried,0.2816666666666667,0.9107651096601374,0.6,0.2,0.6531531531531533,0.5101642503880073
46,106324,743,1,14949,1,0,744000,24,0.14,7.0,Entrepreneur,0.26166666666666666,0.7202669826818655,0.4,0.4,0.5405405405405406,0.4596478267515475
49,171976,681,2,49375,1,0,1032000,24,0.29,6.0,Self-Employed,0.365,0.8952315051712642,0.4,0.5,0.42792792792792794,0.5374970654820053
48,101118,739,1,14177,1,0,708000,24,0.14,7.0,Salaried,0.2683333333333333,0.7199015012164006,0.4,0.2,0.5405405405405406,0.42155645638518124
54,114571,693,2,37099,1,0,573000,24,0.32,5.0,Salaried,0.345,0.886990017834647,0.4,0.2,0.3153153153153153,0.4525448017559591
52,161375,759,2,44348,1,0,968000,24,0.27,6.0,Entrepreneur,0.235,0.874581289267579,0.4,0.4,0.42792792792792794,0.47333451150608397
47,172755,725,0,0,1,0,1382000,12,0.0,8.0,Salaried,0.2916666666666667,1.0,0.4,0.2,0.6531531531531533,0.515472972972973
41,26233,714,4,13116,0,1,119000,36,0.5,4.54,Gig Worker,0.31,1.0,0.2,0.8,0.26351351351351354,0.5625270270270271
25,29734,691,5,14867,1,0,178000,18,0.5,5.99,Salaried,0.34833333333333333,1.0,0.6,0.2,0.42680180180180183,0.5185202702702703
47,141927,803,1,23343,1,0,852000,24,0.16,6.0,Salaried,0.16166666666666665,0.6910007726977014,0.4,0.2,0.42792792792792794,0.3654393823636146
44,26044,732,4,13022,0,0,121000,36,0.5,4.65,Gig Worker,0.28,1.0,0.2,0.8,0.27590090090090097,0.5553851351351352
45,65013,594,3,28658,1,0,390000,30,0.44,6.0,Salaried,0.51,1.0,0.4,0.2,0.42792792792792794,0.5471891891891892
26,20541,662,3,10111,1,0,144000,36,0.49,7.01,Salaried,0.39666666666666667,1.0,0.6,0.2,0.5416666666666666,0.5502499999999999
29,39150,681,1,6302,1,0,235000,36,0.16,6.0,Salaried,0.365,0.5461804077385176,0.6,0.2,0.42792792792792794,0.41023429112381865
54,146037,699,1,23295,1,0,1022000,18,0.16,7.0,Salaried,0.335,0.9138412157852437,0.4,0.2,0.5405405405405406,0.49004138502739203
41,27266,714,2,7784,0,0,101000,30,0.29,3.7,Gig Worker,0.31,0.6815977570763752,0.2,0.8,0.16891891891891894,0.4687372771069317
50,113150,624,1,15855,1,0,679000,36,0.14,6.0,Salaried,0.46,0.5113582429092813,0.4,0.2,0.42792792792792794,0.4100287499165096
42,66349,694,2,20576,1,0,398000,18,0.31,6.0,Self-Employed,0.3433333333333333,1.0,0.2,0.5,0.42792792792792794,0.5371891891891892
42,77069,674,2,25106,1,0,385000,24,0.33,5.0,Self-Employed,0.37666666666666665,0.8898447423016315,0.2,0.5,0.3153153153153153,0.5027584828727052
53,177394,786,2,53822,1,0,1064000,18,0.3,6.0,Government,0.19,1.0,0.4,0.1,0.42792792792792794,0.43118918918918925
35,16599,620,1,2526,0,1,113000,24,0.15,6.81,Gig Worker,0.4666666666666667,0.7263824460643546,0.2,0.8,0.5191441441441441,0.5794672331377103
43,67775,698,1,9719,1,0,474000,12,0.14,6.99,Self-Employed,0.33666666666666667,1.0,0.2,0.5,0.5394144144144145,0.5519121621621622
36,75978,645,3,36033,1,0,380000,30,0.47,5.0,Entrepreneur,0.425,1.0,0.2,0.4,0.3153153153153153,0.5247972972972974
36,68158,849,0,0,1,0,477000,36,0.0,7.0,Self-Employed,0.085,0.32400207361327116,0.2,0.5,0.5405405405405406,0.3075815994843989
38,81957,800,1,11524,1,0,574000,24,0.14,7.0,Government,0.16666666666666666,0.7207166901884865,0.2,0.1,0.5405405405405406,0.35126025362820273
44,66439,568,3,28843,1,1,465000,18,0.43,7.0,Self-Employed,0.5533333333333333,1.0,0.2,0.5,0.5405405405405406,0.6170810810810812
36,67109,636,1,9916,1,0,336000,24,0.15,5.01,Entrepreneur,0.44,0.5939590814942854,0.2,0.4,0.31644144144144143,0.4279559865897876
57,105916,769,4,52958,1,0,635000,30,0.5,6.0,Government,0.21833333333333332,1.0,0.3,0.1,0.42792792792792794,0.4296891891891892
31,58153,736,1,8274,1,0,407000,18,0.14,7.0,Salaried,0.2733333333333333,0.8851681802346428,0.2,0.2,0.5405405405405406,0.4443731261397418
39,67761,734,4,33880,1,1,407000,18,0.5,6.01,Self-Employed,0.27666666666666667,1.0,0.2,0.5,0.42905405405405406,0.5173581081081081
36,83565,715,2,25624,1,0,585000,36,0.31,7.0,Self-Employed,0.30833333333333335,0.835158260037097,0.2,0.5,0.5405405405405406,0.5023706460903554
59,125166,776,2,35962,1,0,876000,36,0.29,7.0,Entrepreneur,0.20666666666666667,0.8028715643403338,0.3,0.4,0.5405405405405406,0.4537989721661646
44,69993,762,3,32009,1,0,490000,30,0.46,7.0,Salaried,0.23,1.0,0.2,0.2,0.5405405405405406,0.46008108108108114
54,166602,676,1,23263,1,0,833000,24,0.14,5.0,Salaried,0.37333333333333335,0.5799383494129056,0.4,0.2,0.3153153153153153,0.3842818846505237
25,12338,604,1,1844,0,1,76000,18,0.15,6.16,Gig Worker,0.49333333333333335,0.8194496977119768,0.6,0.8,0.445945945945946,0.6397543163198862
45,66088,564,3,29933,1,1,397000,24,0.45,6.01,Salaried,0.56,1.0,0.4,0.2,0.42905405405405406,0.5623581081081082
52,162003,691,2,44245,1,0,1134000,24,0.27,7.0,Entrepreneur,0.34833333333333333,0.9412891530815273,0.4,0.4,0.5405405405405406,0.5409033693514629
42,69223,552,4,34612,1,0,415000,18,0.5,6.0,Salaried,0.58,1.0,0.2,0.2,0.42792792792792794,0.5481891891891892
54,108916,720,2,30286,1,0,653000,36,0.28,6.0,Salaried,0.3,0.7410127818515935,0.4,0.2,0.42792792792792794,0.4194423846520876
35,51040,675,5,25520,1,0,306000,24,0.5,6.0,Salaried,0.375,1.0,0.2,0.2,0.42792792792792794,0.48668918918918924
58,109498,855,0,0,1,0,876000,18,0.0,8.0,Entrepreneur,0.075,0.740754270499106,0.3,0.4,0.6531531531531533,0.4156615405977495
69,73697,727,3,36413,1,0,442000,24,0.49,6.0,Entrepreneur,0.28833333333333333,1.0,0.3,0.4,0.42792792792792794,0.5106891891891893
37,66810,697,1,9665,1,0,401000,12,0.14,6.0,Entrepreneur,0.3383333333333333,1.0,0.2,0.4,0.42792792792792794,0.5156891891891892
36,26462,570,2,8431,0,0,84000,24,0.32,3.17,Gig Worker,0.55,0.7514549164840149,0.2,0.8,0.10923423423423421,0.5492488642561388
59,131742,599,2,37583,1,0,922000,30,0.29,7.0,Government,0.5016666666666667,0.8642692198050399,0.3,0.1,0.5405405405405406,0.4976483860323411
60,96042,754,2,29859,1,0,576000,36,0.31,6.0,Entrepreneur,0.24333333333333335,0.7958150253708447,0.3,0.4,0.42792792792792794,0.44614294553190037
35,46090,674,3,21820,1,0,230000,18,0.47,4.99,Salaried,0.37666666666666665,1.0,0.2,0.2,0.31418918918918926,0.4701283783783784
36,65269,900,0,0,1,0,522000,36,0.0,8.0,Salaried,0.0,0.37026255445413087,0.2,0.2,0.6531531531531533,0.2505386115865057
38,67972,693,2,20782,1,0,476000,24,0.31,7.0,Salaried,0.345,0.9958839260610577,0.2,0.2,0.5405405405405406,0.49355206259634554
25,21089,713,0,0,1,0,169000,12,0.0,8.01,Salaried,0.31166666666666665,1.0,0.6,0.2,0.6542792792792793,0.5416418918918919
30,37632,594,2,11225,1,0,188000,36,0.3,5.0,Salaried,0.51,0.7284236032375914,0.2,0.2,0.3153153153153153,0.44240319810669515
29,34751,775,2,10241,1,0,209000,12,0.29,6.01,Salaried,0.20833333333333334,1.0,0.6,0.2,0.42905405405405406,0.4768581081081081
32,55813,625,2,16238,1,1,391000,24,0.29,7.01,Entrepreneur,0.4583333333333333,0.9713885852957396,0.2,0.4,0.5416666666666666,0.5615971463239349
41,72052,741,0,0,1,0,504000,30,0.0,6.99,Self-Employed,0.265,0.3886082273913285,0.2,0.5,0.5394144144144145,0.3775642190099944
44,67900,764,1,11060,1,0,475000,30,0.16,7.0,Salaried,0.22666666666666666,0.6601210931107839,0.2,0.2,0.5405405405405406,0.37411135435877707
60,71688,707,2,22928,1,0,358000,24,0.32,4.99,Entrepreneur,0.32166666666666666,0.8798466193009212,0.3,0.4,0.31418918918918926,0.4735900332036087
30,35200,840,2,11542,1,0,246000,12,0.33,6.99,Self-Employed,0.1,1.0,0.2,0.5,0.5394144144144145,0.48091216216216226
53,113110,651,3,47075,1,0,679000,30,0.42,6.0,Entrepreneur,0.415,1.0,0.4,0.4,0.42792792792792794,0.5586891891891892
39,68230,834,1,10707,1,0,546000,36,0.16,8.0,Salaried,0.11,0.6320207793899718,0.2,0.2,0.6531531531531533,0.348978167820466
41,66342,598,0,0,1,0,464000,18,0.0,6.99,Salaried,0.5033333333333333,0.6475982479117748,0.2,0.2,0.5394144144144145,0.45381172414010584
50,119807,763,1,19547,1,0,719000,30,0.16,6.0,Entrepreneur,0.22833333333333333,0.6053300539849741,0.4,0.4,0.42792792792792794,0.4040217026854327
28,20256,688,3,8534,1,0,101000,36,0.42,4.99,Salaried,0.35333333333333333,0.9330203030834943,0.6,0.2,0.31418918918918926,0.48638345414925194
46,28400,643,1,3891,0,0,108000,24,0.14,3.8,Gig Worker,0.42833333333333334,0.49242957746478877,0.4,0.8,0.18018018018018017,0.4786344213932242
43,68909,567,3,32504,1,1,413000,30,0.47,5.99,Self-Employed,0.555,1.0,0.2,0.5,0.42680180180180183,0.6005202702702702
47,168020,679,1,25578,1,0,840000,12,0.15,5.0,Self-Employed,0.36833333333333335,0.9480815775899695,0.4,0.5,0.3153153153153153,0.5348176916947898
45,65604,674,2,21027,1,0,459000,24,0.32,7.0,Salaried,0.37666666666666665,1.0,0.4,0.2,0.5405405405405406,0.5240810810810811
70,87525,713,3,36549,1,1,525000,30,0.42,6.0,Entrepreneur,0.31166666666666665,1.0,0.3,0.4,0.42792792792792794,0.5176891891891892
34,47799,757,0,0,1,0,382000,12,0.0,7.99,Self-Employed,0.23833333333333334,1.0,0.2,0.5,0.6520270270270271,0.5393040540540541
